time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.000767,-0.0117,0.0005,-0.0184,0.022
0.005314,-0.0181,0.0076,-0.0136,0.024
0.009692,-0.0175,0.0123,-0.0111,0.024
0.015926,-0.0097,0.0123,-0.0087,0.018
0.019608,-0.0019,0.0074,-0.0087,0.012
0.024733,0.0013,0.0050,-0.0086,0.010
0.029117,0.0043,0.0003,-0.0134,0.014
0.033765,0.0097,-0.0021,-0.0134,0.017
0.038979,0.0151,-0.0044,-0.0134,0.021
0.043710,0.0204,-0.0115,-0.0063,0.024
0.047641,0.0161,-0.0113,-0.0015,0.020
0.053665,0.0119,-0.0136,0.0008,0.018
0.057224,0.0149,-0.0229,0.0081,0.029
0.062370,0.0157,-0.0488,-0.0039,0.051
0.067207,0.0119,-0.0555,0.0244,0.062
0.071380,0.0128,-0.0407,0.0599,0.074
0.076937,0.0229,-0.0261,0.0453,0.057
0.081221,0.0329,-0.0069,0.0070,0.034
0.085930,0.0287,0.0003,-0.0026,0.029
0.090246,-0.0038,-0.0091,0.0117,0.015
0.095505,-0.0267,-0.0280,0.0260,0.047
0.099906,-0.0471,-0.0538,0.0187,0.074
0.104929,-0.0530,-0.0509,0.0281,0.079
0.110441,-0.0541,-0.0386,0.0423,0.079
0.114078,-0.0507,-0.0169,0.0375,0.065
0.118924,-0.0428,0.0046,0.0161,0.046
0.123422,-0.0373,0.0094,-0.0028,0.039
0.129518,-0.0508,0.0022,0.0068,0.051
0.133334,-0.0641,-0.0097,0.0353,0.074
0.137807,-0.0773,-0.0262,0.0448,0.093
0.142449,-0.0762,-0.0378,0.0471,0.097
0.147462,-0.0633,-0.0398,0.0566,0.094
0.152087,-0.0505,-0.0371,0.0637,0.089
0.156891,-0.0402,-0.0296,0.0709,0.087
0.169952,-0.0348,-0.0222,0.0757,0.086
0.170473,-0.0222,-0.0243,0.0830,0.089
0.170878,-0.0071,-0.0312,0.0952,0.100
0.175632,0.0013,-0.0450,0.1122,0.121
0.181525,0.0052,-0.0540,0.1221,0.134
0.185940,0.0092,-0.0558,0.1273,0.139
0.190147,0.0227,-0.0528,0.1304,0.143
0.194849,0.0506,-0.0427,0.1313,0.147
0.199577,0.0761,-0.0374,0.1250,0.151
0.204188,0.1087,-0.0322,0.1284,0.171
0.209379,0.1319,-0.0340,0.1296,0.188
0.213735,0.1431,-0.0312,0.1260,0.193
0.218423,0.1545,-0.0330,0.1203,0.199
0.223377,0.1637,-0.0372,0.1075,0.199
0.227850,0.1564,-0.0319,0.0996,0.188
0.232739,0.1422,-0.0242,0.1083,0.180
0.237336,0.1191,-0.0213,0.1146,0.167
0.242142,0.0871,-0.0090,0.1209,0.149
0.253420,0.0536,0.0105,0.1343,0.145
0.253913,0.0303,0.0274,0.1525,0.158
0.256290,0.0219,0.0300,0.1350,0.140
0.262378,0.0305,0.0349,0.1034,0.113
0.266148,0.0488,0.0351,0.0719,0.094
0.270984,0.0936,0.0282,0.0456,0.108
0.275429,0.1413,0.0190,-0.0235,0.144
0.280028,0.1658,0.0384,-0.0735,0.185
0.284899,0.1598,0.0624,-0.0925,0.195
0.289575,0.1518,0.0744,-0.1281,0.212
0.294147,0.1492,0.0792,-0.1777,0.245
0.298934,0.1496,0.0935,-0.2346,0.294
0.304211,0.1384,0.1148,-0.2843,0.336
0.308614,0.1484,0.1406,-0.3054,0.367
0.313271,0.1770,0.1330,-0.3290,0.397
0.318137,0.2365,0.1112,-0.3552,0.441
0.322884,0.2867,0.0801,-0.3768,0.480
0.327389,0.3229,0.0399,-0.3700,0.493
0.332401,0.3354,0.0166,-0.3562,0.490
0.337374,0.3528,0.0196,-0.3454,0.494
0.341864,0.3656,0.0440,-0.3230,0.490
0.346608,0.4025,0.0540,-0.2961,0.503
0.351760,0.4467,0.0521,-0.2697,0.524
0.356018,0.4793,0.0668,-0.2555,0.547
0.360950,0.4908,0.0815,-0.2462,0.555
0.370763,0.4978,0.0914,-0.2302,0.556
0.371030,0.4910,0.0988,-0.2004,0.539
0.374699,0.4752,0.0944,-0.1732,0.515
0.379683,0.4770,0.0853,-0.1726,0.514
0.384474,0.4865,0.0812,-0.1794,0.525
0.389300,0.4918,0.0842,-0.1864,0.533
0.394098,0.5307,0.0801,-0.1814,0.567
0.398572,0.5908,0.0691,-0.2028,0.628
0.403306,0.6557,0.0653,-0.2313,0.698
0.407935,0.7114,0.0616,-0.2409,0.754
0.413670,0.7579,0.0533,-0.2361,0.796
0.417888,0.8025,0.0428,-0.2528,0.842
0.422220,0.8452,0.0420,-0.2720,0.889
0.427439,0.9002,0.0365,-0.2815,0.944
0.432087,0.9625,0.0218,-0.2768,1.002
