time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001708,1.6781,-0.4305,-1.5029,2.294
0.002114,1.8972,-0.5241,-1.7812,2.655
0.006049,2.1710,-0.5325,-2.0617,3.041
0.010858,2.2924,-0.5306,-2.1458,3.185
0.016755,2.0527,-0.6279,-1.9348,2.890
0.020847,1.9051,-0.8316,-1.4453,2.532
0.024896,1.7624,-1.0727,-0.8534,2.233
0.030212,1.2937,-1.3376,-0.4116,1.906
0.034452,0.6274,-1.6152,0.2711,1.754
0.041434,0.7969,-1.9678,1.4621,2.578
0.043989,0.6829,-2.0203,1.8804,2.843
0.048654,0.2293,-1.7600,1.6962,2.455
0.053372,-0.2635,-1.2535,1.5656,2.023
0.058002,-0.9552,-0.4896,1.4103,1.772
0.062955,-1.1910,0.0577,1.5919,1.989
0.067548,-1.5884,0.5319,1.5099,2.255
0.072379,-2.1088,0.8491,1.3592,2.649
0.077175,-2.4913,1.0153,1.3365,3.004
0.081814,-2.4117,1.0304,1.6652,3.107
0.086583,-2.1883,0.9742,1.6014,2.881
0.091188,-1.8327,0.9016,1.1243,2.331
0.095929,-1.3398,0.7983,0.4493,1.623
0.101326,-0.7743,0.6430,-0.2254,1.031
0.105525,-0.2167,0.4763,-0.9306,1.068
0.110785,0.1162,0.2956,-1.7275,1.756
0.115075,0.2852,-0.0140,-2.4700,2.486
0.121319,0.5057,-0.3788,-2.8166,2.887
0.124416,0.6314,-0.6801,-2.7808,2.932
0.129191,0.7546,-0.9452,-2.5278,2.802
0.133935,0.9173,-1.1349,-2.1581,2.605
0.141262,0.9729,-1.2775,-1.8236,2.430
0.143493,0.9086,-1.4706,-1.4212,2.238
0.148002,0.8048,-1.6903,-0.9956,2.120
0.152865,0.9262,-1.9099,-0.5361,2.189
0.157847,1.0525,-2.0290,-0.2439,2.299
0.162755,1.1623,-2.0292,-0.0222,2.339
0.167521,1.2061,-1.9376,0.1281,2.286
0.172223,1.2562,-1.8676,0.3568,2.279
0.176732,1.1830,-1.7915,0.7212,2.265
0.181648,0.9050,-1.5677,1.1181,2.128
0.186188,0.5443,-1.4439,1.4906,2.145
0.190874,0.2016,-1.2665,1.8374,2.241
0.196491,-0.1112,-1.1135,2.0730,2.356
0.200955,-0.4203,-0.9459,2.0615,2.307
0.205724,-0.8016,-0.8127,1.9003,2.217
0.210375,-1.2321,-0.7009,1.5896,2.130
0.214685,-1.4792,-0.5350,1.1860,1.970
