,ax_mean,ay_mean,az_mean,aT_mean,ax_ad_mean,ay_ad_mean,az_ad_mean,aT_ad_mean,ax_min,ay_min,az_min,aT_min,ax_max,ay_max,az_max,aT_max,ax_std,ay_std,az_std,aT_std,ax_median,ay_median,az_median,aT_median,ax_ad_median,ay_ad_median,az_ad_median,aT_ad_median,ax_mm_diff,ay_mm_diff,az_mm_diff,aT_mm_diff,ax_iqr,ay_iqr,az_iqr,aT_iqr,ax_pos_count,ay_pos_count,az_pos_count,aT_pos_count,ax_neg_count,ay_neg_count,az_neg_count,aT_neg_count,ax_peaks,ay_peaks,az_peaks,aT_peaks,ax_kurtosis,ay_kurtosis,az_kurtosis,aT_kurtosis,ax_skewness,ay_skewness,az_skewness,aT_skewness,ax_energy,ay_energy,az_energy,aT_energy,id,sex,sensor_pos,activity
0,0.010214660217265218,-0.004154336651419363,-0.00026896078933378226,0.055813754981862945,0.016998400989784713,0.01695067692222205,0.006208729320557524,0.01115493012214624,-0.03259155541476887,-0.03957378002857397,-0.01509992533085686,0.03393525191285065,0.038623544019027796,0.03849430200255727,0.029687625043902016,0.0865316624057413,0.019908789944568777,0.021328602822022102,0.008230762143602655,0.013426465543998865,0.00965934239478534,-0.001281320301364629,-0.0004455089369787051,0.05403989727504266,0.015928533958896644,0.013284021431943356,0.0041812530986110865,0.008867786305413593,0.07121509943379667,0.07806808203113125,0.04478755037475887,0.05259641049289065,0.030709925016588837,0.03131335862562194,0.008263563895647322,0.017486695714399897,66,43,48,100,34,57,52,0,50,61,49,46,-0.9559294712975341,-0.6933934128533785,1.5183221848069621,-0.5663189639155064,-0.24669002900508863,0.06547992496430134,0.6135952804365933,0.5529898847305879,0.0005006992004111436,0.0004721678113528955,6.781778537076162e-05,0.0032954452221796195,5,M,arm,stand
1,0.004389767347745905,-0.003901865931055311,0.006496817893459024,0.07157322396765906,0.012471782450206905,0.02071987618847311,0.010523924974836086,0.01824538614805131,-0.027491981902831076,-0.03957378002857397,-0.013309086109551909,0.04548801491637189,0.037472478799565355,0.06276900047720925,0.0396042440376136,0.13979590843335984,0.01590299998014593,0.02458620330812358,0.01374651570655277,0.022665033952283732,0.001883824750791901,-0.007832296508415604,0.0024542046384495673,0.06282884394316662,0.00862786439808772,0.01884522697393374,0.005553182636087517,0.01320711677505804,0.06496446070239643,0.10234278050578322,0.05291333014716551,0.09430789351698796,0.018749222984213474,0.03680509146365242,0.01173164499902992,0.03253988060804082,57,43,62,100,43,57,38,0,44,47,34,40,-0.43249414529899477,-0.6326582742720976,0.2674198359731519,0.7971278075785357,0.15897738482527904,0.44316212859506054,1.0955995730345762,1.1442854996596565,0.0002721754657358576,0.0006197059508523169,0.0002311753368112713,0.005636430153182862,5,M,arm,stand
2,0.004427576310749188,0.004871011056303506,0.00102280021925198,0.08340559707437312,0.01230408164732072,0.030753829742238198,0.014336212063332965,0.023386527819988786,-0.027491981902831076,-0.03957378002857397,-0.024158639392546286,0.04613837139199952,0.03364247653610467,0.09743418485550442,0.0396042440376136,0.14423162659735256,0.015790628486559148,0.03912839397255356,0.018232864952376783,0.028857247759659647,0.0027969236262754705,-0.006724410400740986,-0.0009396194179431172,0.07948175330105603,0.008714359084207323,0.01925602236061861,0.011693747954020872,0.019894164928392848,0.06113445843893575,0.1370079648840784,0.06376288343015989,0.09809325520535303,0.018372225986857817,0.040465601492664025,0.020468754114259455,0.03853938786025171,57,43,48,100,43,57,52,0,46,38,45,46,-0.5000850150655043,0.0573845360871732,-0.5081363930323279,-0.5936475981486642,0.1094780967622546,1.0617712172595302,0.5640225355092136,0.6483168404791002,0.00026894737998804056,0.0015547579635819965,0.00033348348466011156,0.007789234371595059,5,M,arm,stand
3,-0.0009628856349380431,0.007762922868935782,-0.0012635590769000127,0.08340474102207128,0.016003441476485844,0.028497818119375466,0.015091097319735075,0.02338731538810647,-0.03854241269920016,-0.036511771018756245,-0.024158639392546286,0.04443961517452583,0.03364247653610467,0.09743418485550442,0.0396042440376136,0.14423162659735256,0.019810947115784707,0.03676531133951162,0.01880445593549592,0.028898902401342023,0.0007169117320884098,-0.004223896607757613,-0.00555586502097211,0.07948175330105603,0.012643453409374408,0.014344482532789311,0.011566208395765613,0.019880429532586966,0.07218488923530483,0.13394595587426067,0.06376288343015989,0.09979201142282673,0.024978997405076073,0.030047308198180172,0.02248565401118731,0.038785298844002766,52,38,34,100,48,62,66,0,54,32,37,46,-0.7554818765948994,0.3433697456698144,-0.427642156593004,-0.5852369845032714,-0.11350599514553837,1.1914030550433188,0.8093497721455053,0.6358792028993069,0.0003934007743703884,0.0014119510893602675,0.0003552041445708243,0.007791497384961076,5,M,arm,stand
4,-0.004210452828550001,0.007836713906470054,-0.010616311682981376,0.08223315786121903,0.01564933326532397,0.030292003478649056,0.018663452362650424,0.024703466871044584,-0.03854241269920016,-0.04048456227350998,-0.04363296256939348,0.04443961517452583,0.03364247653610467,0.09743418485550442,0.0396042440376136,0.14423162659735256,0.019078832913103895,0.03792837287174201,0.023441998684082005,0.029632224541497793,-0.004071070271578476,-0.00463910278423397,-0.015554200107888284,0.07848240585566049,0.011635363215819882,0.017102033077585396,0.013114951740450288,0.01982540847913427,0.07218488923530483,0.13791874712901442,0.08323720660700709,0.09979201142282673,0.02438929410958554,0.04099354851021195,0.022667393151156654,0.03974043800407766,44,38,22,100,56,62,78,0,51,34,43,48,-0.6376838063989521,0.04175814592835714,-0.3524305221821451,-0.6794923886564996,0.16505781393450275,1.0278915694010742,0.7013436472253701,0.6622050308991668,0.0003817297783475811,0.0014999755535497561,0.0006622333760547094,0.007640360983105912,5,M,arm,stand
5,-0.005889501390540242,0.00815474117135024,-0.019087127692868508,0.0748402048756447,0.016557266039047426,0.03153107697482812,0.010569870175725962,0.020065601347419717,-0.03854241269920016,-0.04048456227350998,-0.04363296256939348,0.04443961517452583,0.03364247653610467,0.09743418485550442,-0.0009531384708354564,0.14423162659735256,0.01954205325039182,0.03863727341325788,0.012630525400684172,0.026097765463380933,-0.01145015232358174,-0.003985541271585203,-0.018125371782164973,0.06547623185703379,0.014202453928776207,0.023420913588746116,0.009289510348977521,0.012810356648829083,0.07218488923530483,0.13791874712901442,0.04267982409855803,0.09979201142282673,0.02603370223165514,0.053749278725194125,0.01693358942459467,0.027481114403456908,40,41,0,100,60,59,100,0,46,37,52,38,-0.7317984392031476,-0.1872739953157887,-0.8755897006509317,1.0256836208460527,0.3550984339356722,0.8973016709259245,-0.41776812157204885,1.3193316017891434,0.00041657807187032487,0.0015593387003825585,0.0005238486154611957,0.006282149628010112,5,M,arm,stand
6,-0.01400845999195064,-0.007216127655717984,-0.012823991120910485,0.06929703029925481,0.01588885242233714,0.016370425991367735,0.013682242163824536,0.013061850776554024,-0.049088670547610076,-0.04048456227350998,-0.04363296256939348,0.04443961517452583,0.04597838195882598,0.04499599895126784,0.01793810043077681,0.09316596504733377,0.020677904195778033,0.021376261918897844,0.01701650656646617,0.014928889544945586,-0.01653098444882162,-0.007773426270490965,-0.010303903870246125,0.0662305954539889,0.013319387556044036,0.01233578169617914,0.009167217276702425,0.01176711438972617,0.09506705250643606,0.08548056122477782,0.06157106300017029,0.04872634987280793,0.025278497302268964,0.023221892014157922,0.02237181825801037,0.025177820491211124,23,28,16,100,77,72,84,0,43,47,59,45,0.3332841100642634,0.10697407130853698,-0.728197889237534,-1.217322959560796,0.6958691933951143,0.7097815789219801,-0.2112026664521309,0.09230072665356598,0.0006238126732758565,0.00050901707196894,0.00045401624399577715,0.005024950151341024,5,M,arm,stand
7,-0.010336820409560884,-0.006638474043220364,-0.015049927823871472,0.07246310356774907,0.018735154890540603,0.01586855149634631,0.014265828035702137,0.01155339037227351,-0.049088670547610076,-0.04048456227350998,-0.04363296256939348,0.052606084673715775,0.04847333996968481,0.04499599895126784,0.01793810043077681,0.09316596504733377,0.024276700418440843,0.021193101169280484,0.017276601990718246,0.012937904240157592,-0.01568103501830383,-0.006138373650470069,-0.013880420903913908,0.07087312639255805,0.012832981437625266,0.012612498716043818,0.012074604031905665,0.011515067510727714,0.09756201051729488,0.08548056122477782,0.06157106300017029,0.04055988037361799,0.024690224645192944,0.02216320618199043,0.02589273639011675,0.023941365619147455,27,28,18,100,73,72,82,0,36,54,55,48,0.18728340952513278,0.13191660517557846,-0.8454734702555804,-1.3860761582129824,0.8503716793981637,0.6567063920707298,0.11153932012970644,0.1100141901945329,0.0006962080393862402,0.0004932168747938685,0.0005249813038494304,0.005418290744797816,5,M,arm,stand
8,-0.011934220137707124,-0.004073779791302256,-0.008073293552603491,0.0659287508903047,0.021019755839414025,0.010312320231599387,0.011709074865331652,0.015098393886300934,-0.049088670547610076,-0.03175885472384047,-0.03209004693252569,0.025615858150722155,0.04847333996968481,0.04499599895126784,0.01793810043077681,0.09316596504733377,0.0259551453172437,0.015854137351331246,0.01423026030662722,0.018097581522272973,-0.016235977928353556,-0.0056426093469758,-0.008803206353626428,0.06444001363676768,0.01814154998083089,0.004579642905565236,0.009903058769243146,0.011757201008368239,0.09756201051729488,0.07675485367510831,0.0500281473633025,0.06755010689661162,0.0354648343859669,0.00908254251734155,0.020696364192318167,0.027915283713725383,29,21,28,100,71,79,72,0,45,42,48,47,-0.23110231113484092,2.5202937628054327,-0.8981029598230088,-0.6897238733993931,0.7353480481432054,1.347292219480384,0.1365085902307071,-0.2690824443287263,0.0008160951787344917,0.00026794935294289926,0.0002676783771808793,0.004674122650911166,5,M,arm,stand
9,-0.00762560939601146,-0.0035799977827602773,-0.0005211983986701223,0.054885684023856386,0.023621820019149767,0.0058935517116387925,0.015793031440002527,0.018615519217540687,-0.049088670547610076,-0.020444358611151833,-0.03209004693252569,0.02427013808547227,0.04847333996968481,0.011229049821582756,0.0238333864686352,0.09316596504733377,0.027153737135591677,0.0076953703294066235,0.01777153899925027,0.022294647522438926,-0.005770257256174419,-0.004008544958405586,0.002710973359381068,0.054227449723048424,0.019801629305450298,0.004274057072203407,0.014978266547595983,0.020345487608759295,0.09756201051729488,0.03167340843273459,0.05592343340116089,0.0688958269618615,0.04379530921938645,0.00849070741808812,0.030310807172780483,0.039895818872387884,47,27,53,100,53,73,47,0,52,48,54,47,-0.9257671775613483,-0.25748622790815023,-1.265603579573903,-1.177990585232679,0.2684611787091101,0.021196388370679005,-0.2816358958843349,0.23720454368269847,0.0007954753590893488,7.203510863128032e-05,0.0003160992461726495,0.0035094896189163953,5,M,arm,stand
