time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001068,-0.3292,0.0612,0.1505,0.367
0.003954,-0.2374,0.0460,0.1252,0.272
0.009983,-0.1552,0.0334,0.1026,0.189
0.015251,-0.0896,0.0208,0.0830,0.124
0.018444,-0.0477,0.0155,0.0662,0.083
0.023648,-0.0200,0.0221,0.0499,0.058
0.028735,-0.0090,0.0357,0.0290,0.047
0.032842,0.0020,0.0492,-0.0011,0.049
0.037558,0.0107,0.0626,-0.0358,0.073
0.041867,0.0266,0.0665,-0.0822,0.109
0.047016,0.0473,0.0634,-0.1214,0.145
0.051839,0.0704,0.0580,-0.1534,0.178
0.056686,0.0961,0.0433,-0.1759,0.205
0.061186,0.1243,0.0289,-0.1841,0.224
0.067632,0.1548,0.0217,-0.1758,0.235
0.070454,0.1876,0.0075,-0.1581,0.245
0.075873,0.2155,-0.0018,-0.1334,0.253
0.080013,0.2455,-0.0015,-0.1087,0.268
0.085106,0.2776,0.0105,-0.0817,0.290
0.089612,0.3095,0.0318,-0.0595,0.317
0.094831,0.3338,0.0647,-0.0418,0.343
0.099488,0.3554,0.1115,-0.0263,0.373
0.103712,0.3744,0.1743,-0.0153,0.413
0.108272,0.3861,0.2460,-0.0016,0.458
0.114563,0.3953,0.3217,0.0077,0.510
0.118356,0.4046,0.3872,0.0244,0.561
0.123376,0.4212,0.4354,0.0485,0.608
0.127779,0.4450,0.4477,0.0820,0.637
0.132236,0.4738,0.4148,0.1248,0.642
0.136822,0.5123,0.3395,0.1769,0.640
0.141622,0.5556,0.2340,0.2382,0.648
0.147426,0.6036,0.1127,0.3111,0.688
0.151344,0.6515,-0.0147,0.3837,0.756
0.155962,0.6969,-0.1221,0.4511,0.839
0.160673,0.7325,-0.2001,0.5083,0.914
0.166853,0.7632,-0.2441,0.5531,0.974
0.170641,0.7866,-0.2616,0.5736,1.008
0.175600,0.8075,-0.2624,0.5607,1.017
0.179695,0.8331,-0.2512,0.5145,1.011
0.184327,0.8681,-0.2329,0.4425,1.002
0.189068,0.9054,-0.2124,0.3474,0.993
0.193807,0.9474,-0.1779,0.2391,0.993
0.198676,1.0013,-0.1246,0.1200,1.016
0.203183,1.0646,-0.0482,-0.0048,1.066
0.208110,1.1421,0.0537,-0.1330,1.151
0.218895,1.2243,0.1784,-0.2668,1.266
0.219432,1.3136,0.3046,-0.4018,1.407
0.222136,1.4126,0.4274,-0.5379,1.571
0.228368,1.5142,0.5257,-0.6611,1.734
0.231918,1.6164,0.5949,-0.7715,1.887
0.236811,1.7122,0.6306,-0.8575,2.016
0.241489,1.7945,0.6378,-0.9169,2.114
0.247034,1.8540,0.6287,-0.9428,2.173
0.250534,1.8838,0.6080,-0.9401,2.191
0.256696,1.8769,0.5641,-0.9091,2.160
0.260958,1.8404,0.4922,-0.8569,2.089
0.264812,1.7723,0.4044,-0.7954,1.984
0.271209,1.6819,0.2938,-0.7366,1.859
0.274233,1.5823,0.1639,-0.6828,1.731
0.279408,1.4642,0.0294,-0.6288,1.594
0.284344,1.3345,-0.1024,-0.5794,1.458
0.288835,1.1929,-0.2197,-0.5395,1.328
0.293174,1.0439,-0.3034,-0.5092,1.200
0.298469,0.8994,-0.3464,-0.4814,1.077
0.303763,0.7640,-0.3583,-0.4631,0.963
0.307876,0.6472,-0.3464,-0.4543,0.863
0.320572,0.5443,-0.3108,-0.4597,0.777
0.321020,0.4648,-0.2633,-0.4842,0.721
0.321924,0.3920,-0.2088,-0.5205,0.684
0.328130,0.3380,-0.1424,-0.5664,0.675
0.331249,0.2956,-0.0714,-0.6195,0.690
0.336412,0.2602,0.0044,-0.6752,0.724
0.341091,0.2317,0.0777,-0.7286,0.768
0.347404,0.2032,0.1486,-0.7799,0.820
0.350117,0.1745,0.2172,-0.8269,0.873
0.356064,0.1434,0.2738,-0.8744,0.927
0.361193,0.1097,0.3162,-0.9200,0.979
0.364745,0.0736,0.3444,-0.9565,1.019
0.369786,0.0349,0.3536,-0.9911,1.053
0.373692,-0.0089,0.3389,-1.0262,1.081
0.379890,-0.0601,0.3077,-1.0593,1.105
0.384019,-0.1165,0.2550,-1.0906,1.126
0.389232,-0.1877,0.2025,-1.1272,1.160
0.393798,-0.2668,0.1549,-1.1667,1.207
0.397616,-0.3516,0.1122,-1.2070,1.262
0.402886,-0.4470,0.0768,-1.2507,1.330
0.407795,-0.5460,0.0415,-1.2981,1.409
0.412072,-0.6416,0.0041,-1.3421,1.488
0.418196,-0.7265,-0.0428,-1.3781,1.559
0.422164,-0.7962,-0.1037,-1.4110,1.623
0.428285,-0.8507,-0.1836,-1.4313,1.675
0.431559,-0.8851,-0.2799,-1.4340,1.708
0.436372,-0.8946,-0.3998,-1.4189,1.724
0.440651,-0.8791,-0.5291,-1.3836,1.723
