time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002568,-0.4249,0.0112,0.1912,0.466
0.002866,-0.3605,0.0366,0.1381,0.388
0.007772,-0.2822,0.0475,0.1088,0.306
0.012645,-0.2066,0.0466,0.0869,0.229
0.017011,-0.1336,0.0387,0.0699,0.156
0.021566,-0.0702,0.0355,0.0463,0.091
0.026216,-0.0164,0.0301,0.0207,0.040
0.031161,0.0326,0.0294,-0.0116,0.045
0.035584,0.0767,0.0336,-0.0458,0.095
0.042172,0.1089,0.0424,-0.0798,0.142
0.045110,0.1435,0.0513,-0.1160,0.192
0.049681,0.1710,0.0602,-0.1496,0.235
0.054654,0.1940,0.0620,-0.1807,0.272
0.059632,0.2099,0.0639,-0.2023,0.298
0.064047,0.2237,0.0611,-0.2143,0.316
0.068773,0.2328,0.0583,-0.2121,0.320
0.073507,0.2348,0.0509,-0.1933,0.308
0.078607,0.2346,0.0459,-0.1629,0.289
0.083035,0.2248,0.0434,-0.1279,0.262
0.087863,0.2126,0.0361,-0.0838,0.231
0.092570,0.1981,0.0312,-0.0400,0.205
0.097482,0.1837,0.0216,0.0034,0.185
0.102097,0.1693,0.0097,0.0463,0.176
0.106801,0.1548,0.0027,0.0888,0.179
0.117502,0.1476,-0.0043,0.1263,0.194
0.117793,0.1403,-0.0137,0.1611,0.214
0.120855,0.1331,-0.0206,0.1886,0.232
0.125512,0.1307,-0.0298,0.2065,0.246
0.130619,0.1331,-0.0366,0.2099,0.251
0.135090,0.1333,-0.0409,0.2087,0.251
0.139778,0.1335,-0.0500,0.1980,0.244
0.144500,0.1338,-0.0566,0.1802,0.231
0.149851,0.1365,-0.0583,0.1601,0.218
0.154466,0.1369,-0.0648,0.1402,0.206
0.159337,0.1373,-0.0688,0.1181,0.194
0.164112,0.1353,-0.0657,0.0938,0.177
0.168444,0.1381,-0.0627,0.0746,0.169
0.173026,0.1407,-0.0596,0.0602,0.164
0.177870,0.1410,-0.0519,0.0507,0.159
0.182830,0.1412,-0.0442,0.0412,0.154
0.187945,0.1437,-0.0366,0.0341,0.152
0.191946,0.1462,-0.0290,0.0341,0.153
0.198494,0.1510,-0.0191,0.0365,0.157
0.201731,0.1558,-0.0117,0.0437,0.162
0.206180,0.1652,-0.0067,0.0531,0.174
0.210903,0.1723,-0.0018,0.0719,0.187
0.215826,0.1817,0.0008,0.0952,0.205
0.220401,0.1933,0.0033,0.1184,0.227
0.227006,0.2119,0.0153,0.1414,0.255
0.230304,0.2302,0.0271,0.1595,0.281
0.234793,0.2483,0.0412,0.1776,0.308
0.239435,0.2685,0.0599,0.1956,0.338
0.244402,0.2931,0.0807,0.2088,0.369
0.249174,0.3245,0.1061,0.2173,0.405
0.253732,0.3602,0.1241,0.2257,0.443
0.258606,0.3932,0.1420,0.2294,0.477
0.263467,0.4305,0.1549,0.2331,0.513
0.268086,0.4650,0.1724,0.2367,0.550
0.273269,0.5040,0.1851,0.2355,0.586
0.277793,0.5474,0.1952,0.2367,0.628
0.282170,0.5880,0.2029,0.2427,0.668
0.286958,0.6260,0.2011,0.2416,0.701
0.291796,0.6639,0.1993,0.2381,0.733
0.304089,0.7016,0.1951,0.2441,0.768
0.304580,0.7392,0.1887,0.2478,0.802
0.306155,0.7670,0.1775,0.2490,0.826
0.311563,0.7948,0.1689,0.2504,0.850
0.315431,0.8201,0.1555,0.2469,0.870
0.320212,0.8429,0.1376,0.2435,0.888
0.324679,0.8586,0.1151,0.2425,0.900
0.329728,0.8717,0.0975,0.2487,0.912
0.334685,0.8800,0.0800,0.2524,0.919
0.339089,0.8906,0.0674,0.2562,0.929
0.343938,0.9009,0.0621,0.2600,0.940
