time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003412,0.0292,0.0018,-0.0350,0.046
0.003748,0.0144,0.0066,-0.0327,0.036
0.007514,0.0045,0.0136,-0.0304,0.034
0.014200,-0.0006,0.0159,-0.0281,0.032
0.016955,0.0039,0.0134,-0.0259,0.029
0.021641,0.0132,0.0109,-0.0284,0.033
0.026370,0.0224,0.0037,-0.0262,0.035
0.031161,0.0339,-0.0034,-0.0240,0.042
0.036028,0.0382,-0.0010,-0.0194,0.043
0.040746,0.0378,-0.0009,-0.0102,0.039
0.045340,0.0327,0.0038,-0.0058,0.033
0.050016,0.0228,0.0086,0.0057,0.025
0.054840,0.0201,0.0156,0.0100,0.027
0.059542,0.0102,0.0155,0.0097,0.021
0.064373,0.0028,0.0083,0.0092,0.013
0.069225,-0.0022,0.0011,0.0159,0.016
0.073711,-0.0072,-0.0013,0.0250,0.026
0.078866,-0.0074,-0.0013,0.0269,0.028
0.083583,-0.0100,0.0059,0.0264,0.029
0.087932,-0.0125,0.0058,0.0259,0.029
0.093538,-0.0103,0.0058,0.0255,0.028
0.097687,-0.0057,0.0034,0.0226,0.024
0.102430,0.0012,0.0010,0.0175,0.018
0.107990,0.0129,0.0033,0.0099,0.017
0.113350,0.0198,0.0057,0.0073,0.022
0.116713,0.0217,0.0080,0.0023,0.023
0.121208,0.0189,0.0079,-0.0027,0.021
0.125848,0.0186,0.0031,0.0018,0.019
0.130877,0.0159,-0.0040,0.0015,0.016
0.135570,0.0084,-0.0040,0.0013,0.009
0.140390,0.0034,-0.0063,0.0011,0.007
0.145183,-0.0040,-0.0015,0.0008,0.004
0.149820,-0.0089,-0.0015,-0.0018,0.009
0.154817,-0.0090,-0.0014,-0.0021,0.009
0.159191,-0.0067,-0.0014,-0.0023,0.007
0.164223,0.0026,-0.0014,-0.0025,0.004
0.169000,0.0118,0.0010,-0.0027,0.012
0.173518,0.0187,0.0081,0.0018,0.020
0.180062,0.0184,0.0104,-0.0007,0.021
0.183329,0.0180,0.0032,-0.0033,0.019
0.187732,0.0177,-0.0039,-0.0012,0.018
0.192599,0.0151,-0.0086,0.0010,0.017
0.197350,0.0100,-0.0109,0.0031,0.015
0.202099,0.0051,-0.0085,0.0029,0.010
0.206635,0.0145,-0.0084,0.0026,0.017
0.220993,0.0214,-0.0059,-0.0001,0.022
