time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001460,0.1701,0.1622,0.0666,0.244
0.004965,-0.0152,0.1659,0.0291,0.169
0.009512,-0.0735,0.1078,-0.0266,0.133
0.014307,-0.0389,0.0098,-0.0080,0.041
0.019172,-0.0520,-0.0447,0.0390,0.079
0.023825,-0.0720,-0.0370,0.0333,0.088
0.029932,-0.0942,-0.0293,0.0490,0.110
0.033476,-0.1520,0.0019,0.0572,0.162
0.038075,-0.1358,0.0424,0.0627,0.155
0.042714,-0.1222,0.0161,0.0486,0.133
0.047673,-0.0968,0.0138,0.0248,0.101
0.052541,-0.1023,-0.0003,0.0364,0.109
0.056932,-0.1314,-0.0237,0.0168,0.135
0.062088,-0.1602,-0.0137,-0.0050,0.161
0.067402,-0.1817,-0.0037,-0.0220,0.183
0.071249,-0.1557,0.0132,-0.0318,0.159
0.075942,-0.0897,0.0228,-0.0511,0.106
0.080702,-0.0218,0.0110,-0.0677,0.072
0.085988,0.0147,-0.0126,-0.0793,0.082
0.090642,0.0367,-0.0099,-0.0788,0.087
0.095103,0.0513,-0.0261,-0.0638,0.086
0.101247,0.0587,-0.0186,-0.0630,0.088
0.104507,0.0471,-0.0372,-0.0619,0.086
0.109223,0.0380,-0.0557,-0.0630,0.092
0.113868,0.0052,-0.0313,-0.0520,0.061
0.119254,-0.0321,0.0000,-0.0506,0.060
0.123858,-0.0786,-0.0069,-0.0609,0.100
0.128374,-0.1059,0.0052,-0.0688,0.126
0.133949,-0.1045,0.0242,-0.0693,0.128
0.137462,-0.0819,0.0241,-0.0794,0.117
0.142249,-0.0500,0.0145,-0.0824,0.097
0.147423,-0.0492,0.0286,-0.0734,0.093
0.151983,-0.0556,-0.0119,-0.0954,0.111
0.156621,-0.0572,-0.0236,-0.0721,0.095
0.161435,-0.0255,-0.0209,-0.0871,0.093
0.167415,-0.0342,-0.0562,-0.0521,0.084
0.171202,-0.0214,-0.0698,-0.0172,0.075
0.175613,-0.0347,-0.0714,-0.0206,0.082
0.180272,-0.0264,-0.0469,-0.0238,0.059
0.185108,-0.0346,-0.0675,-0.0270,0.081
0.189945,0.0000,-0.0738,-0.0158,0.075
0.194505,-0.0152,-0.1344,-0.0071,0.135
0.199222,0.0080,-0.1613,-0.0246,0.163
0.204158,0.0314,-0.1783,-0.0348,0.184
0.208858,-0.0116,-0.1761,-0.0306,0.179
0.213699,-0.0800,-0.1501,-0.0479,0.177
0.218509,-0.1241,-0.1100,-0.0365,0.170
0.222883,-0.1795,-0.0892,-0.0395,0.204
0.227592,-0.2011,-0.0804,-0.0378,0.220
0.232612,-0.2344,-0.0479,-0.0505,0.245
0.237230,-0.2127,-0.0322,-0.0587,0.223
0.241869,-0.1647,-0.0593,-0.0599,0.185
0.247434,-0.1165,-0.1381,-0.0375,0.185
0.251744,-0.0322,-0.2136,0.0154,0.217
0.256140,-0.0140,-0.2572,0.0608,0.265
0.260897,-0.0182,-0.3380,0.0749,0.347
0.266965,-0.0279,-0.4602,0.1316,0.479
0.270408,-0.0855,-0.5712,0.1975,0.610
0.275121,-0.1761,-0.6617,0.1896,0.711
0.279839,-0.2759,-0.7791,0.2081,0.852
0.284690,-0.4060,-0.8996,0.2551,1.019
0.289478,-0.5141,-1.0279,0.3565,1.203
0.294177,-0.6315,-1.1330,0.4119,1.361
0.303927,-0.7747,-1.1417,0.4193,1.442
0.304472,-0.9344,-1.0834,0.4736,1.507
0.308406,-1.0965,-0.8921,0.5006,1.500
0.313010,-1.2353,-0.6023,0.5006,1.463
0.317830,-1.4176,-0.2293,0.4570,1.507
0.322505,-1.5891,0.2309,0.3771,1.649
0.327717,-1.7241,0.7537,0.2752,1.902
0.332119,-1.7570,1.2458,0.2269,2.166
0.336963,-1.6316,1.6529,0.2126,2.332
0.341644,-1.3492,1.8999,0.2581,2.344
0.347355,-1.0080,1.9834,0.3512,2.252
0.350856,-0.6059,1.9333,0.4609,2.078
0.355731,-0.2253,1.8396,0.5917,1.946
0.360389,0.1501,1.7391,0.7190,1.888
0.365241,0.4801,1.6534,0.7954,1.897
0.370108,0.7744,1.6232,0.8449,1.987
0.374652,1.0092,1.5527,0.8366,2.032
0.379535,1.2634,1.4636,0.8614,2.117
0.384312,1.5226,1.3941,0.9218,2.261
0.388949,1.7699,1.3084,0.9412,2.394
0.393656,1.9430,1.2827,0.9124,2.501
0.398476,2.0992,1.2356,0.8880,2.593
0.403259,2.2380,1.1719,0.8703,2.672
0.407914,2.3974,1.0818,0.8162,2.754
0.415896,2.5676,0.9438,0.7881,2.847
0.417409,2.7389,0.8057,0.7618,2.955
0.422332,2.9348,0.5861,0.7228,3.079
0.427531,3.0908,0.3854,0.7141,3.196
0.433434,3.2546,0.1534,0.6733,3.327
0.436363,3.4095,-0.0501,0.6554,3.472
0.441277,3.5720,-0.2635,0.6437,3.639
0.447023,3.7614,-0.4197,0.6097,3.834
0.450819,3.9613,-0.5068,0.5751,4.035
0.455331,4.1429,-0.5513,0.5688,4.218
0.460068,4.3353,-0.6008,0.5650,4.413
0.464780,4.4835,-0.6458,0.5712,4.566
0.469814,4.6330,-0.7056,0.5615,4.720
0.474354,4.7383,-0.7490,0.5458,4.828
0.479039,4.8353,-0.8025,0.5173,4.929
0.483887,4.9624,-0.8302,0.4568,5.052
0.488567,5.0382,-0.8655,0.4481,5.132
0.493254,5.1203,-0.9706,0.4674,5.232
0.499306,5.1608,-1.1264,0.5290,5.309
0.502679,5.1237,-1.3328,0.6401,5.333
0.507533,5.0519,-1.5183,0.7508,5.328
0.512175,4.9140,-1.7213,0.8656,5.278
0.516890,4.7578,-1.8916,0.9559,5.209
0.521748,4.6573,-2.0699,1.0334,5.200
0.527387,4.5955,-2.2730,1.0957,5.243
0.531426,4.5918,-2.4936,1.1641,5.353
0.536014,4.6844,-2.6789,1.2503,5.539
0.540530,4.7896,-2.8552,1.2896,5.723
0.545495,4.9506,-3.0177,1.3155,5.945
0.550151,5.1435,-3.1951,1.3163,6.197
0.554814,5.3640,-3.3895,1.3019,6.477
0.559573,5.6243,-3.5649,1.2534,6.776
0.564238,5.9248,-3.7500,1.2069,7.115
0.569122,6.1990,-3.9683,1.1696,7.453
0.573938,6.3876,-4.1552,1.0413,7.691
0.578374,6.5125,-4.3822,0.9414,7.906
0.583536,6.5836,-4.6062,0.7599,8.071
0.588112,6.7182,-4.8653,0.5516,8.313
0.592774,6.8257,-5.1258,0.3712,8.544
0.599076,6.8969,-5.3805,0.1802,8.749
0.602335,6.9320,-5.5791,0.0241,8.898
0.607292,6.9003,-5.7119,-0.1427,8.959
0.611801,6.8233,-5.7696,-0.2271,8.938
0.616759,6.6365,-5.6350,-0.3176,8.712
0.621203,6.3636,-5.2681,-0.4070,8.271
0.627025,5.9756,-4.6478,-0.5550,7.591
0.630734,5.4621,-3.6815,-0.7065,6.625
0.635416,4.8389,-2.4156,-0.9213,5.486
0.640103,4.0621,-0.8939,-1.1805,4.324
0.644826,3.2237,0.9210,-1.4868,3.668
0.649688,2.3344,2.8682,-1.7669,4.099
0.654329,1.4270,4.8733,-1.9477,5.439
0.659182,0.6203,6.6946,-1.9991,7.014
0.663911,-0.0952,8.0744,-1.8576,8.286
0.668702,-0.6381,8.7721,-1.4737,8.918
0.673404,-1.0151,8.7698,-0.8691,8.871
0.678286,-1.2447,8.3555,-0.1442,8.449
0.683033,-1.3480,7.9362,0.5867,8.071
0.688044,-1.3603,7.7415,1.1191,7.939
0.692357,-1.2546,7.9434,1.3368,8.152
0.702537,-1.0924,8.4510,1.2360,8.610
0.703534,-0.7842,9.1160,0.8797,9.192
0.707722,-0.3818,9.8096,0.4261,9.826
0.711804,0.1228,10.3646,0.1246,10.366
0.719359,0.7519,10.6692,0.0237,10.696
0.720844,1.4992,10.7789,0.1193,10.883
0.726720,2.2362,10.7634,0.3022,10.997
0.730816,2.8364,10.7733,0.4920,11.151
0.734998,3.2712,10.7368,0.7227,11.247
0.739687,3.4688,10.6753,0.9253,11.263
0.744500,3.5126,10.4908,1.0951,11.117
0.749371,3.3786,10.1977,1.2794,10.819
0.754036,3.1336,9.7722,1.4728,10.368
0.758797,2.7558,9.2193,1.6672,9.766
