time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001439,0.4416,-0.0640,-0.1612,0.474
0.001746,0.5134,-0.0255,-0.0936,0.523
0.005058,0.5705,-0.0444,-0.0805,0.578
0.010078,0.5443,-0.0323,-0.0314,0.546
0.014779,0.3643,-0.0344,-0.0086,0.366
0.019364,0.1240,0.0133,0.0307,0.128
0.025700,-0.0789,0.0225,0.0507,0.096
0.028866,-0.1782,0.0293,0.0703,0.194
0.033567,-0.1559,0.0242,0.1035,0.189
0.038223,-0.1457,0.0097,0.1218,0.190
0.043225,-0.0810,-0.0570,0.1255,0.160
0.048555,-0.0382,-0.0827,0.0865,0.126
0.052519,-0.0148,-0.0940,0.0431,0.104
0.059109,0.0156,-0.0767,-0.0212,0.081
0.063527,0.0268,-0.0572,-0.0753,0.098
0.067943,0.0403,-0.0497,-0.1099,0.127
0.071475,0.0656,-0.0399,-0.1348,0.155
0.076311,0.0409,-0.0089,-0.0859,0.096
0.080930,0.0448,0.0054,-0.0304,0.054
0.085728,0.0273,-0.0019,0.0412,0.049
0.091447,-0.0115,0.0004,0.0718,0.073
0.096366,0.0354,0.0168,0.0878,0.096
0.101836,0.0271,0.0023,0.0821,0.087
0.104555,0.0380,0.0093,0.0812,0.090
0.109473,0.0511,0.0257,0.0684,0.089
0.114344,0.0738,0.0230,0.0462,0.090
0.118777,0.0940,0.0227,0.0148,0.098
0.123983,0.0903,0.0295,-0.0067,0.095
0.128494,0.0987,0.0245,-0.0374,0.108
0.132959,0.0738,0.0289,-0.0415,0.089
0.137835,0.0658,0.0334,-0.0360,0.082
0.149112,0.0889,0.0425,-0.0257,0.102
0.149457,0.0573,0.0469,-0.0226,0.077
0.152453,0.0260,0.0441,0.0208,0.055
0.156867,0.0281,0.0651,0.0353,0.079
0.161557,0.0064,0.0550,0.0521,0.076
0.166303,-0.0080,0.0473,0.0639,0.080
0.171214,0.0107,0.0445,0.0636,0.078
0.175866,0.0341,0.0038,0.0537,0.064
0.180465,0.0692,-0.0129,0.0414,0.082
0.185336,0.0946,-0.0129,0.0553,0.110
0.190038,0.1529,0.0252,0.0547,0.164
0.194899,0.2202,0.0131,0.0660,0.230
0.199468,0.3037,0.0580,0.1033,0.326
0.204140,0.3959,0.0291,0.1474,0.423
0.209213,0.4898,0.0217,0.1842,0.524
0.214072,0.5474,-0.0094,0.2159,0.589
0.218243,0.6354,-0.0520,0.2759,0.695
0.223216,0.6945,-0.1132,0.3259,0.775
0.228513,0.7390,-0.1715,0.3542,0.837
0.232680,0.7811,-0.2340,0.3512,0.888
0.237262,0.7448,-0.2817,0.3625,0.875
0.248001,0.7684,-0.3550,0.3522,0.917
0.248593,0.8395,-0.4348,0.3704,1.015
0.251809,0.8864,-0.5116,0.4004,1.099
0.257364,0.9855,-0.5995,0.4066,1.223
0.261729,1.0510,-0.6557,0.4269,1.310
0.265892,1.1209,-0.7423,0.4519,1.418
0.271213,1.2455,-0.8210,0.4578,1.560
0.275283,1.3319,-0.8395,0.4661,1.642
0.280282,1.3780,-0.8340,0.4626,1.676
0.284877,1.4104,-0.7976,0.4307,1.677
0.289771,1.4553,-0.7281,0.3776,1.671
0.294528,1.5174,-0.7112,0.3486,1.712
0.299121,1.5988,-0.6540,0.2962,1.753
0.303819,1.6756,-0.6303,0.2563,1.808
0.308670,1.7858,-0.5996,0.1790,1.892
0.313385,1.9068,-0.5158,0.1081,1.978
0.318314,1.9947,-0.3794,0.0378,2.031
0.322985,2.0445,-0.2336,-0.0752,2.059
0.328573,2.0944,-0.0713,-0.1972,2.105
0.332449,2.1107,0.1100,-0.3236,2.138
0.337106,2.1147,0.3076,-0.4280,2.179
0.347189,2.1013,0.5336,-0.5154,2.228
