time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003565,0.0407,0.0336,-0.1119,0.124
0.003959,0.1315,0.1479,-0.6468,0.676
0.004235,0.4418,0.2326,-0.4555,0.676
0.010973,0.7512,0.1931,-0.3839,0.865
0.011605,0.9532,0.0684,-0.3476,1.017
0.014978,0.9899,-0.0648,-0.2182,1.016
0.020493,0.8555,-0.1470,-0.0511,0.870
0.024698,0.4875,-0.0649,-0.0414,0.494
0.029322,0.1603,0.0355,-0.1428,0.218
0.034343,-0.0672,0.0377,-0.2620,0.273
0.038845,-0.1152,0.0327,-0.2829,0.307
0.043468,-0.1774,-0.0412,-0.1613,0.243
0.048335,-0.2823,-0.1049,-0.0126,0.301
0.053171,-0.2918,-0.1255,0.0706,0.325
0.057991,-0.2705,-0.1246,0.0838,0.309
0.062577,-0.2327,-0.0691,0.0797,0.256
0.067257,-0.2523,-0.0591,0.0417,0.262
0.071988,-0.2266,-0.0182,-0.0040,0.227
0.076751,-0.2179,0.0341,-0.0121,0.221
0.081295,-0.1785,0.0362,-0.0372,0.186
0.086296,-0.1112,0.0312,-0.0221,0.118
0.091523,-0.0207,0.0499,-0.0380,0.066
0.095769,0.0524,0.0732,-0.0253,0.093
0.100662,0.1201,0.0844,-0.0481,0.154
0.105088,0.1609,0.1240,-0.0586,0.211
0.111288,0.1824,0.1442,-0.0545,0.239
0.114650,0.2059,0.1618,-0.0479,0.266
0.119437,0.1937,0.1343,-0.0220,0.237
0.127408,0.1934,0.1045,-0.0222,0.221
0.128751,0.1481,0.1082,0.0017,0.183
0.134101,0.1057,0.1024,0.0114,0.148
0.138269,0.0471,0.0801,-0.0122,0.094
0.144477,-0.0061,0.0698,0.0001,0.070
0.147940,-0.0325,0.0170,0.0194,0.041
0.152867,-0.0632,-0.0235,0.0289,0.073
0.157263,-0.1099,-0.0375,0.0643,0.133
0.162282,-0.1251,-0.0514,0.0568,0.147
0.166626,-0.1709,-0.0580,0.0373,0.184
0.171507,-0.1995,-0.0621,0.0321,0.211
0.176218,-0.1826,-0.0329,0.0268,0.187
0.180860,-0.1491,-0.0633,0.0000,0.162
0.185889,-0.1466,-0.0768,0.0208,0.167
0.191804,-0.1537,-0.0902,-0.0062,0.178
0.195110,-0.1535,-0.1129,-0.0117,0.191
0.199913,-0.1631,-0.1189,-0.0314,0.204
0.204888,-0.1728,-0.1130,-0.0295,0.209
0.209970,-0.1399,-0.1166,-0.0728,0.196
0.214241,-0.1122,-0.1084,-0.0777,0.174
0.218842,-0.0874,-0.1051,-0.0848,0.161
0.223738,-0.0795,-0.0900,-0.0894,0.150
0.228375,-0.0339,-0.1129,-0.1081,0.160
0.233061,-0.0292,-0.0883,-0.0863,0.127
0.240803,0.0015,-0.0639,-0.0931,0.113
0.242823,0.0199,-0.0634,-0.0903,0.112
0.247896,0.0453,-0.0274,-0.0804,0.096
0.252750,0.0442,-0.0154,-0.0823,0.095
0.256871,0.0526,-0.0035,-0.0580,0.078
0.261695,0.0419,-0.0060,-0.0647,0.077
0.266375,0.0265,0.0224,-0.0499,0.061
0.271982,0.0112,-0.0016,-0.0494,0.051
0.275793,0.0126,0.0077,-0.0299,0.033
0.280712,0.0021,-0.0044,-0.0413,0.042
0.285384,0.0201,-0.0401,-0.0288,0.053
0.291187,0.0167,-0.0328,-0.0117,0.039
0.294822,0.0062,-0.0113,0.0005,0.013
0.299599,-0.0066,-0.0185,-0.0159,0.025
0.304251,-0.0312,0.0005,-0.0155,0.035
0.309122,-0.0129,-0.0092,-0.0104,0.019
0.313808,0.0099,0.0026,-0.0149,0.018
0.318460,0.0111,-0.0024,-0.0147,0.019
0.323794,0.0360,-0.0144,-0.0217,0.044
0.327976,0.0441,0.0212,-0.0167,0.052
0.332956,0.0403,0.0137,-0.0023,0.043
0.337522,0.0459,-0.0056,-0.0117,0.048
0.342318,0.0230,0.0014,-0.0115,0.026
0.346804,0.0358,0.0035,-0.0136,0.039
0.353337,0.0177,0.0057,-0.0180,0.026
0.356578,0.0400,0.0291,-0.0152,0.052
0.361453,0.0218,0.0287,-0.0194,0.041
0.365864,0.0084,0.0068,-0.0140,0.018
0.372604,0.0237,0.0113,-0.0015,0.026
0.375570,0.0318,-0.0009,-0.0033,0.032
0.380595,0.0162,-0.0034,-0.0049,0.017
0.385732,0.0175,-0.0226,-0.0017,0.029
0.389697,-0.0120,-0.0273,0.0063,0.031
0.395023,-0.0270,-0.0320,0.0191,0.046
0.399085,-0.0513,-0.0272,0.0294,0.065
0.403831,-0.0897,-0.0343,0.0325,0.101
0.408664,-0.1134,-0.0270,0.0381,0.123
0.413284,-0.1061,-0.0199,0.0365,0.114
0.418238,-0.1225,-0.0127,0.0420,0.130
0.429024,-0.1269,-0.0318,0.0355,0.136
0.429806,-0.1123,-0.0483,0.0361,0.127
0.432369,-0.1097,-0.0480,0.0271,0.123
0.437451,-0.0857,-0.0383,0.0300,0.099
0.441861,-0.0785,-0.0286,0.0234,0.087
0.446464,-0.0642,-0.0237,0.0216,0.072
0.453049,-0.0453,-0.0070,0.0292,0.054
0.456027,-0.0028,-0.0024,0.0012,0.004
0.460872,0.0038,0.0165,0.0019,0.017
0.465854,0.0245,0.0162,0.0075,0.030
0.471882,0.0214,0.0278,0.0108,0.037
0.479116,0.0562,0.0251,0.0140,0.063
