time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.000653,0.3270,0.0590,0.0852,0.343
0.001551,0.2835,0.0239,0.0952,0.300
0.007408,0.2173,0.0199,0.0766,0.231
0.011009,0.1502,0.0133,0.0652,0.164
0.015633,0.1033,0.0257,0.0563,0.120
0.021797,0.0835,0.0236,0.0830,0.120
0.025856,0.0737,0.0048,0.0812,0.110
0.030821,0.0809,0.0003,0.0654,0.104
0.034651,0.0693,-0.0232,0.0070,0.073
0.039306,0.0983,-0.0348,-0.0152,0.105
0.044904,0.0916,-0.0391,-0.0562,0.114
0.049676,0.0686,-0.0435,-0.0778,0.112
0.053996,0.0529,-0.0455,-0.0707,0.099
0.059396,0.0519,-0.0595,-0.0469,0.092
0.063541,0.0177,-0.0497,-0.0327,0.062
0.068425,-0.0044,-0.0495,-0.0659,0.083
0.072764,-0.0287,-0.0541,-0.0512,0.080
0.077999,-0.0649,-0.0350,-0.0578,0.094
0.082800,-0.0987,-0.0516,-0.0761,0.135
0.087202,-0.1397,-0.0444,-0.1012,0.178
0.092595,-0.1499,-0.0657,-0.1046,0.194
0.097940,-0.1582,-0.0321,-0.1008,0.190
0.100785,-0.1574,-0.0297,-0.0922,0.185
0.106326,-0.1714,-0.0153,-0.0694,0.185
0.111317,-0.1642,-0.0199,-0.0467,0.172
0.115580,-0.1267,-0.0174,-0.0336,0.132
0.120181,-0.1300,-0.0030,-0.0420,0.137
0.124838,-0.0695,0.0066,-0.0432,0.082
0.129660,-0.0666,0.0042,-0.0372,0.076
0.134355,-0.0328,-0.0005,-0.0290,0.044
0.139153,0.0031,-0.0004,-0.0041,0.005
0.143737,0.0458,-0.0098,-0.0032,0.047
0.148540,0.0622,-0.0168,-0.0048,0.065
0.153857,0.0763,-0.0095,-0.0087,0.077
0.159194,0.0786,-0.0118,0.0088,0.080
0.163166,0.0811,0.0192,-0.0001,0.083
0.167465,0.0577,-0.0023,0.0195,0.061
0.172162,0.0488,0.0024,0.0175,0.052
0.182751,0.0781,0.0191,0.0296,0.086
0.183324,0.0598,0.0403,0.0392,0.082
0.186391,0.0656,0.0258,0.0321,0.077
0.191099,0.0809,0.0399,0.0462,0.101
0.196238,0.0488,0.0444,0.0530,0.085
0.201279,0.0526,0.0678,0.0407,0.095
0.206395,0.0209,0.0531,0.0284,0.064
0.210576,-0.0082,0.0338,0.0138,0.037
0.214880,-0.0276,0.0337,0.0325,0.054
0.219947,-0.0209,0.0337,0.0367,0.054
0.224370,-0.0189,0.0123,0.0195,0.030
0.229068,-0.0291,0.0528,0.0096,0.061
0.233793,-0.0297,0.0740,0.0115,0.081
0.238711,-0.0257,0.0548,-0.0151,0.062
0.243896,-0.0361,0.0381,-0.0155,0.055
0.249027,0.0082,0.0643,-0.0040,0.065
0.253340,-0.0120,0.0737,0.0002,0.075
0.258007,0.0084,0.0594,-0.0171,0.062
0.263553,-0.0142,0.0594,-0.0296,0.068
0.267427,0.0039,0.0476,-0.0230,0.053
0.271600,-0.0281,0.0406,-0.0260,0.056
0.282521,-0.0290,0.0455,-0.0242,0.059
0.283009,-0.0133,0.0552,-0.0248,0.062
0.286221,-0.0119,0.0292,-0.0087,0.033
0.291627,-0.0199,0.0365,-0.0212,0.047
0.295423,-0.0160,0.0177,-0.0289,0.037
0.300984,-0.0120,0.0275,-0.0245,0.039
0.305816,-0.0080,0.0039,-0.0249,0.026
0.309838,-0.0181,0.0019,-0.0300,0.035
0.314907,-0.0519,0.0093,-0.0373,0.065
0.319417,-0.0521,-0.0070,-0.0399,0.066
0.324630,-0.0548,-0.0067,-0.0518,0.076
0.328828,-0.0669,-0.0063,-0.0257,0.072
0.333406,-0.0552,0.0225,-0.0068,0.060
0.338473,-0.0722,0.0416,0.0214,0.086
0.343045,-0.0748,-0.0083,-0.0076,0.076
0.347806,-0.0728,-0.0080,-0.0030,0.073
0.352447,-0.0351,-0.0124,-0.0056,0.038
0.358073,-0.0332,0.0212,-0.0249,0.047
0.361812,-0.0099,0.0118,-0.0155,0.022
0.366853,-0.0104,0.0334,-0.0039,0.035
0.371635,0.0296,0.0119,-0.0255,0.041
0.383841,0.0102,0.0238,-0.0184,0.032
0.384535,0.0124,0.0191,-0.0234,0.033
0.386119,-0.0375,0.0048,-0.0188,0.042
0.391095,-0.0751,0.0192,-0.0214,0.080
0.396015,-0.0601,-0.0022,-0.0073,0.061
0.399837,-0.0762,0.0146,0.0018,0.078
0.404697,-0.0827,0.0075,-0.0033,0.083
0.410516,-0.0631,0.0052,-0.0203,0.066
0.414007,-0.0484,-0.0136,-0.0229,0.055
0.419127,-0.0363,0.0057,-0.0278,0.046
0.423818,-0.0315,-0.0108,-0.0256,0.042
0.428620,-0.0174,-0.0010,-0.0353,0.039
0.433150,-0.0011,0.0040,-0.0471,0.047
0.438366,0.0008,-0.0029,-0.0305,0.031
0.443972,0.0145,0.0044,-0.0281,0.032
0.447340,0.0139,0.0116,-0.0209,0.028
0.451974,-0.0152,0.0022,-0.0374,0.040
0.458079,-0.0084,0.0046,-0.0394,0.041
0.461576,-0.0207,0.0284,-0.0343,0.049
0.466245,-0.0114,0.0211,-0.0244,0.034
0.471048,-0.0236,0.0280,-0.0122,0.039
0.480398,-0.0074,0.0278,-0.0310,0.042
0.481484,-0.0030,0.0442,-0.0116,0.046
0.485512,0.0084,0.0605,0.0053,0.061
0.490602,0.0342,0.0481,-0.0041,0.059
0.494817,0.0265,0.0216,0.0198,0.040
0.499372,0.0429,0.0546,0.0151,0.071
0.504491,0.0545,0.0161,0.0412,0.070
0.509296,0.0282,0.0324,0.0458,0.063
0.513669,0.0118,0.0107,0.0384,0.042
0.518352,0.0240,0.0105,0.0215,0.034
0.523900,0.0127,0.0174,0.0166,0.027
0.527929,0.0134,0.0076,0.0093,0.018
0.532556,-0.0167,0.0027,0.0115,0.020
0.538147,-0.0157,0.0002,0.0207,0.026
0.542454,-0.0265,-0.0212,-0.0035,0.034
0.546743,-0.0350,-0.0234,-0.0014,0.042
0.551796,-0.0316,-0.0185,-0.0042,0.037
0.557448,-0.0188,-0.0135,-0.0093,0.025
0.561216,-0.0251,-0.0062,-0.0311,0.040
0.566230,0.0065,-0.0061,-0.0361,0.037
0.571088,-0.0025,-0.0130,-0.0362,0.039
0.575480,0.0144,-0.0437,-0.0481,0.067
0.583232,0.0264,-0.0266,-0.0646,0.075
0.590143,0.0381,-0.0524,-0.0430,0.078
0.590694,0.0566,-0.0566,-0.0500,0.094
0.601359,0.0655,-0.0347,-0.0427,0.086
0.601945,0.0506,-0.0177,-0.0377,0.066
0.603667,0.0430,-0.0127,-0.0542,0.070
0.608630,0.0118,-0.0078,-0.0301,0.033
0.613135,-0.0357,-0.0243,-0.0204,0.048
0.617949,-0.0472,-0.0312,-0.0108,0.058
0.622564,-0.0587,-0.0499,0.0011,0.077
0.627364,-0.0844,-0.0377,0.0083,0.093
0.632170,-0.0672,-0.0445,0.0202,0.083
0.637533,-0.0693,-0.0394,0.0155,0.081
0.641817,-0.0336,-0.0131,0.0347,0.050
0.649950,0.0042,-0.0297,0.0230,0.038
