time,wx (rad/s),wy (rad/s),wz (rad/s)
0.001050,0.09,0.03,-0.32
0.001294,0.09,0.04,-0.33
0.002912,0.09,0.04,-0.34
0.004824,0.10,0.04,-0.34
0.007175,0.10,0.04,-0.35
0.010600,0.11,0.05,-0.35
0.012509,0.12,0.08,-0.35
0.014344,0.13,0.10,-0.35
0.017815,0.14,0.12,-0.33
0.018930,0.14,0.11,-0.32
0.021847,0.15,0.10,-0.31
0.023820,0.15,0.10,-0.31
0.026297,0.16,0.10,-0.30
0.028919,0.16,0.12,-0.30
0.031056,0.16,0.15,-0.31
0.033359,0.17,0.19,-0.32
0.035572,0.17,0.23,-0.32
0.038371,0.16,0.27,-0.33
0.040440,0.16,0.29,-0.34
0.042837,0.16,0.31,-0.35
0.045151,0.16,0.31,-0.35
0.047665,0.15,0.30,-0.35
0.049810,0.15,0.28,-0.34
0.052189,0.15,0.26,-0.33
0.054528,0.15,0.23,-0.32
0.058206,0.15,0.20,-0.30
0.059280,0.15,0.18,-0.29
0.061805,0.15,0.16,-0.28
0.064460,0.15,0.16,-0.28
0.066641,0.15,0.15,-0.28
0.068832,0.14,0.15,-0.28
0.071166,0.14,0.14,-0.27
0.073508,0.15,0.14,-0.27
0.075931,0.15,0.14,-0.27
0.078432,0.15,0.13,-0.28
0.080791,0.15,0.13,-0.28
0.083088,0.15,0.13,-0.28
0.085485,0.15,0.13,-0.28
0.087727,0.15,0.13,-0.29
0.090109,0.15,0.13,-0.28
0.092496,0.15,0.12,-0.29
0.095064,0.15,0.12,-0.29
0.098698,0.15,0.12,-0.29
0.099795,0.15,0.11,-0.29
0.101953,0.16,0.10,-0.29
0.104461,0.16,0.10,-0.30
0.106645,0.16,0.10,-0.30
0.109463,0.16,0.10,-0.30
0.111798,0.16,0.10,-0.31
0.114196,0.15,0.10,-0.31
0.116639,0.15,0.10,-0.32
0.118725,0.15,0.10,-0.33
0.120985,0.15,0.10,-0.34
0.123453,0.15,0.09,-0.34
0.126845,0.15,0.09,-0.35
0.128152,0.15,0.08,-0.36
0.130599,0.15,0.07,-0.37
0.133082,0.16,0.07,-0.38
0.135197,0.16,0.06,-0.39
0.138374,0.16,0.05,-0.40
0.139916,0.16,0.04,-0.41
0.142881,0.17,0.04,-0.42
0.144833,0.17,0.03,-0.43
0.147562,0.18,0.02,-0.44
0.149773,0.18,0.01,-0.44
0.151864,0.19,-0.00,-0.45
0.154163,0.19,-0.01,-0.45
0.158792,0.20,-0.01,-0.46
0.158962,0.20,-0.02,-0.46
0.161370,0.21,-0.02,-0.47
0.163720,0.22,-0.02,-0.48
0.165997,0.23,-0.01,-0.49
0.168378,0.23,0.01,-0.50
0.170810,0.24,0.02,-0.50
0.173356,0.24,0.04,-0.51
0.175591,0.25,0.06,-0.52
0.182710,0.25,0.07,-0.53
0.183114,0.26,0.08,-0.54
0.183371,0.27,0.10,-0.56
0.184970,0.27,0.11,-0.57
0.187635,0.28,0.12,-0.59
0.190743,0.28,0.14,-0.60
0.192164,0.29,0.16,-0.61
0.194545,0.29,0.18,-0.63
0.198112,0.30,0.20,-0.64
0.199257,0.31,0.21,-0.65
0.201540,0.31,0.21,-0.66
0.203902,0.32,0.21,-0.68
0.206282,0.32,0.20,-0.69
0.208721,0.33,0.20,-0.70
0.211064,0.33,0.21,-0.72
0.213505,0.34,0.22,-0.73
0.215773,0.34,0.23,-0.75
0.218402,0.35,0.25,-0.76
0.220812,0.35,0.27,-0.77
0.223300,0.35,0.28,-0.77
0.225461,0.35,0.29,-0.78
0.227696,0.35,0.28,-0.78
0.230199,0.36,0.27,-0.78
0.232586,0.36,0.25,-0.79
0.234868,0.37,0.25,-0.79
0.238406,0.37,0.24,-0.80
0.239553,0.38,0.25,-0.80
0.241922,0.38,0.26,-0.82
0.244343,0.39,0.28,-0.83
0.246820,0.38,0.30,-0.84
0.249066,0.39,0.32,-0.85
0.251408,0.39,0.33,-0.85
0.253718,0.39,0.34,-0.85
0.256448,0.39,0.34,-0.84
0.258734,0.39,0.34,-0.84
0.260949,0.39,0.32,-0.83
0.263509,0.40,0.31,-0.83
0.265900,0.40,0.30,-0.82
0.267944,0.40,0.30,-0.81
0.270479,0.41,0.29,-0.81
0.272837,0.41,0.29,-0.80
0.275587,0.41,0.30,-0.80
0.283309,0.41,0.30,-0.81
0.283776,0.42,0.31,-0.81
0.284047,0.42,0.33,-0.81
0.284699,0.42,0.33,-0.81
0.286846,0.42,0.33,-0.81
0.289290,0.43,0.33,-0.82
0.291596,0.43,0.32,-0.82
0.294337,0.44,0.32,-0.83
0.296487,0.44,0.31,-0.85
0.299047,0.44,0.31,-0.86
0.301229,0.44,0.31,-0.87
0.303560,0.45,0.30,-0.88
0.305794,0.44,0.30,-0.89
0.308179,0.44,0.29,-0.90
0.310745,0.44,0.28,-0.90
0.313164,0.44,0.27,-0.91
0.315379,0.44,0.25,-0.91
0.318301,0.45,0.24,-0.92
0.320064,0.45,0.22,-0.92
0.322767,0.45,0.21,-0.93
0.324949,0.45,0.20,-0.93
0.327495,0.45,0.18,-0.93
0.329695,0.45,0.17,-0.94
0.332216,0.44,0.16,-0.94
0.334323,0.44,0.15,-0.94
0.337877,0.44,0.13,-0.93
0.339035,0.44,0.12,-0.93
0.341534,0.44,0.11,-0.92
0.344335,0.44,0.08,-0.91
0.346350,0.45,0.05,-0.90
0.349084,0.45,0.01,-0.90
0.350988,0.45,-0.02,-0.90
0.353256,0.46,-0.04,-0.90
0.355610,0.46,-0.06,-0.91
0.358496,0.46,-0.07,-0.91
0.361050,0.46,-0.07,-0.91
0.362898,0.46,-0.07,-0.92
0.365294,0.46,-0.07,-0.92
0.367632,0.46,-0.08,-0.91
0.369992,0.46,-0.09,-0.91
0.372444,0.46,-0.11,-0.91
0.375102,0.47,-0.13,-0.91
0.378519,0.47,-0.14,-0.91
0.379644,0.47,-0.13,-0.92
0.381775,0.47,-0.12,-0.94
0.384150,0.47,-0.10,-0.97
0.386813,0.47,-0.07,-1.00
0.388980,0.46,-0.04,-1.02
0.391179,0.45,-0.00,-1.04
0.394967,0.43,0.02,-1.06
0.396320,0.42,0.02,-1.06
0.398775,0.42,0.01,-1.05
0.400715,0.42,-0.02,-1.04
0.403138,0.41,-0.06,-1.04
0.405430,0.41,-0.10,-1.04
0.407868,0.40,-0.12,-1.04
0.410485,0.39,-0.13,-1.04
0.412851,0.38,-0.14,-1.04
0.414975,0.37,-0.13,-1.05
0.418543,0.36,-0.12,-1.06
0.419690,0.34,-0.12,-1.06
0.422211,0.33,-0.11,-1.06
0.424592,0.31,-0.11,-1.06
0.428732,0.30,-0.10,-1.05
0.429287,0.29,-0.10,-1.05
0.431808,0.28,-0.11,-1.04
0.434033,0.27,-0.12,-1.04
0.436407,0.25,-0.13,-1.03
0.439211,0.24,-0.14,-1.03
0.441036,0.22,-0.14,-1.03
0.445040,0.21,-0.15,-1.02
0.445991,0.19,-0.16,-1.02
0.448212,0.18,-0.17,-1.00
0.450603,0.16,-0.17,-0.99
0.452932,0.14,-0.19,-0.98
0.455401,0.13,-0.21,-0.96
0.458452,0.12,-0.23,-0.95
0.460077,0.11,-0.24,-0.94
0.462600,0.10,-0.25,-0.93
0.464929,0.09,-0.26,-0.92
0.467419,0.08,-0.27,-0.90
0.469515,0.08,-0.29,-0.89
0.471950,0.07,-0.30,-0.87
0.474415,0.07,-0.32,-0.85
0.478763,0.06,-0.34,-0.84
0.479076,0.06,-0.36,-0.82
0.481702,0.05,-0.37,-0.80
0.483986,0.04,-0.40,-0.78
0.485988,0.03,-0.42,-0.76
0.488405,0.03,-0.44,-0.74
0.490875,0.03,-0.45,-0.72
0.493639,0.03,-0.47,-0.69
0.495488,0.03,-0.48,-0.67
0.498349,0.03,-0.50,-0.64
0.500204,0.03,-0.52,-0.61
0.502833,0.02,-0.53,-0.59
0.504984,0.02,-0.54,-0.57
0.507373,0.02,-0.55,-0.55
0.509845,0.02,-0.54,-0.54
0.512473,0.02,-0.54,-0.52
0.514807,0.02,-0.53,-0.51
0.518991,0.01,-0.52,-0.50
0.519671,0.01,-0.51,-0.48
0.521663,0.01,-0.50,-0.47
0.524033,0.00,-0.49,-0.46
0.526430,0.00,-0.48,-0.45
0.528826,-0.00,-0.48,-0.44
0.531215,-0.00,-0.48,-0.43
0.533604,-0.01,-0.49,-0.41
0.535830,-0.01,-0.50,-0.40
0.538454,-0.02,-0.52,-0.39
0.541148,-0.02,-0.54,-0.39
0.543172,-0.02,-0.55,-0.38
0.545580,-0.02,-0.55,-0.36
0.547952,-0.03,-0.56,-0.36
0.550799,-0.04,-0.57,-0.36
0.552467,-0.05,-0.57,-0.35
0.554875,-0.05,-0.59,-0.35
0.559079,-0.06,-0.60,-0.34
0.559693,-0.06,-0.60,-0.35
0.562048,-0.07,-0.60,-0.35
0.565413,-0.07,-0.61,-0.36
0.566715,-0.07,-0.62,-0.36
0.569094,-0.08,-0.63,-0.37
0.571387,-0.09,-0.65,-0.37
0.574109,-0.10,-0.65,-0.38
0.576356,-0.11,-0.65,-0.39
0.579154,-0.12,-0.64,-0.40
0.582378,-0.13,-0.63,-0.42
0.587096,-0.13,-0.62,-0.44
0.587493,-0.14,-0.62,-0.46
0.588111,-0.15,-0.61,-0.49
0.590701,-0.16,-0.60,-0.51
0.592886,-0.17,-0.60,-0.54
0.595199,-0.18,-0.58,-0.57
0.598570,-0.19,-0.58,-0.60
0.599864,-0.20,-0.57,-0.63
0.602287,-0.21,-0.56,-0.66
0.604684,-0.22,-0.56,-0.69
0.607378,-0.22,-0.55,-0.72
0.609384,-0.23,-0.53,-0.75
0.611807,-0.24,-0.51,-0.79
0.614206,-0.24,-0.49,-0.83
0.616752,-0.24,-0.47,-0.87
0.618928,-0.24,-0.46,-0.91
0.621321,-0.25,-0.45,-0.95
0.623718,-0.25,-0.45,-0.98
0.625988,-0.24,-0.44,-1.02
0.628471,-0.24,-0.43,-1.05
0.630923,-0.23,-0.43,-1.09
0.633198,-0.22,-0.44,-1.13
0.635482,-0.21,-0.44,-1.17
0.638349,-0.20,-0.45,-1.21
0.640311,-0.19,-0.45,-1.26
0.642538,-0.18,-0.48,-1.31
0.646071,-0.17,-0.50,-1.36
0.648557,-0.16,-0.51,-1.42
0.649894,-0.15,-0.50,-1.47
0.652134,-0.14,-0.50,-1.53
0.654478,-0.13,-0.49,-1.59
0.658045,-0.13,-0.49,-1.66
0.659117,-0.12,-0.50,-1.72
0.661661,-0.11,-0.50,-1.79
0.664145,-0.10,-0.48,-1.87
0.667012,-0.09,-0.46,-1.94
0.668977,-0.08,-0.44,-2.02
0.671208,-0.06,-0.41,-2.11
0.673575,-0.04,-0.39,-2.19
0.675843,-0.02,-0.37,-2.28
0.679139,-0.00,-0.36,-2.37
0.680621,0.02,-0.34,-2.46
0.688772,0.04,-0.32,-2.55
0.688982,0.06,-0.30,-2.65
0.689161,0.08,-0.27,-2.75
0.690086,0.10,-0.24,-2.85
0.692566,0.12,-0.20,-2.95
0.694789,0.14,-0.16,-3.06
0.698314,0.17,-0.12,-3.16
0.699471,0.19,-0.09,-3.26
0.701894,0.21,-0.07,-3.35
0.704229,0.23,-0.04,-3.43
0.706649,0.25,-0.01,-3.51
0.709154,0.27,0.04,-3.58
0.711443,0.29,0.09,-3.65
0.713741,0.30,0.14,-3.71
0.716124,0.30,0.17,-3.76
0.718601,0.30,0.19,-3.80
0.720885,0.30,0.19,-3.83
0.723210,0.30,0.18,-3.85
0.725799,0.28,0.15,-3.86
0.728162,0.26,0.12,-3.85
0.730538,0.24,0.08,-3.84
0.733015,0.22,0.05,-3.83
0.735101,0.20,0.04,-3.81
0.738668,0.17,0.03,-3.79
0.739839,0.15,0.04,-3.76
0.742522,0.10,0.06,-3.74
0.744877,0.05,0.12,-3.73
0.747126,-0.00,0.23,-3.73
0.749362,-0.04,0.35,-3.76
0.751694,-0.06,0.48,-3.81
0.755283,-0.05,0.59,-3.88
0.757492,-0.04,0.68,-3.98
0.758794,-0.03,0.76,-4.10
0.761420,-0.02,0.84,-4.23
0.764596,-0.00,0.94,-4.38
0.766637,0.00,1.08,-4.52
0.768916,0.02,1.28,-4.66
0.770703,0.04,1.52,-4.77
0.773126,0.08,1.79,-4.86
0.775467,0.11,2.06,-4.92
0.779051,0.15,2.30,-4.93
0.780396,0.18,2.49,-4.92
0.782667,0.20,2.61,-4.87
0.784821,0.20,2.66,-4.80
0.787359,0.21,2.66,-4.74
0.789621,0.23,2.64,-4.68
0.792108,0.27,2.65,-4.61
0.797119,0.29,2.69,-4.49
0.797967,0.26,2.73,-4.32
0.799776,0.22,2.70,-4.12
0.802057,0.25,2.57,-3.94
0.804818,0.32,2.43,-3.79
0.806257,0.37,2.32,-3.66
0.808593,0.35,2.27,-3.51
0.811775,0.31,2.27,-3.33
0.813364,0.29,2.27,-3.14
0.815705,0.31,2.24,-2.93
0.818648,0.33,2.16,-2.72
0.820581,0.35,2.03,-2.51
0.822950,0.35,1.83,-2.29
0.825149,0.35,1.56,-2.07
0.827638,0.34,1.24,-1.85
0.831168,0.33,0.87,-1.63
0.833673,0.32,0.49,-1.43
0.835707,0.31,0.14,-1.24
0.838249,0.29,-0.14,-1.07
0.839323,0.27,-0.33,-0.94
0.841695,0.24,-0.44,-0.82
0.844996,0.22,-0.46,-0.71
0.846603,0.19,-0.42,-0.60
0.849643,0.17,-0.34,-0.48
0.851411,0.15,-0.23,-0.35
0.853697,0.12,-0.10,-0.20
0.855950,0.10,0.02,-0.05
0.858471,0.07,0.14,0.10
0.861298,0.03,0.24,0.26
0.864444,-0.01,0.31,0.43
0.866535,-0.06,0.37,0.61
0.869093,-0.10,0.40,0.79
0.870540,-0.15,0.41,0.98
0.872554,-0.20,0.40,1.18
0.874871,-0.25,0.39,1.39
0.878653,-0.29,0.37,1.59
0.879871,-0.34,0.34,1.80
0.882274,-0.37,0.32,2.01
0.885256,-0.41,0.28,2.22
0.888286,-0.44,0.24,2.43
0.890419,-0.46,0.19,2.63
0.891506,-0.48,0.15,2.82
0.894111,-0.50,0.11,3.01
0.897537,-0.51,0.07,3.18
0.898844,-0.52,0.05,3.36
0.901133,-0.53,0.04,3.53
0.903621,-0.54,0.04,3.70
0.905946,-0.54,0.04,3.86
0.908075,-0.55,0.05,4.02
0.910677,-0.55,0.07,4.18
0.913886,-0.55,0.09,4.33
0.916220,-0.56,0.11,4.48
0.919622,-0.56,0.13,4.62
0.919992,-0.55,0.15,4.75
0.922739,-0.55,0.16,4.88
0.924822,-0.54,0.18,5.01
0.927076,-0.53,0.19,5.13
0.930319,-0.52,0.21,5.25
0.932742,-0.51,0.24,5.36
0.935238,-0.50,0.27,5.46
0.937770,-0.49,0.30,5.57
0.938967,-0.48,0.33,5.66
0.941302,-0.47,0.36,5.75
0.944638,-0.45,0.38,5.84
0.947051,-0.45,0.39,5.93
0.948668,-0.44,0.40,6.02
0.950856,-0.44,0.41,6.11
0.953140,-0.45,0.39,6.20
0.955441,-0.48,0.37,6.29
0.958281,-0.51,0.35,6.38
0.960143,-0.52,0.34,6.48
0.963686,-0.52,0.35,6.56
0.965501,-0.51,0.36,6.65
0.967396,-0.50,0.37,6.72
0.969598,-0.50,0.37,6.79
0.973555,-0.50,0.36,6.86
0.974527,-0.51,0.36,6.92
0.980089,-0.50,0.35,6.98
0.980662,-0.50,0.35,7.03
0.981876,-0.49,0.35,7.08
0.984373,-0.48,0.36,7.13
0.986657,-0.48,0.38,7.16
0.988904,-0.48,0.40,7.19
0.991064,-0.48,0.42,7.22
0.993674,-0.49,0.45,7.23
0.995881,-0.50,0.47,7.23
0.998377,-0.51,0.48,7.23
1.000859,-0.52,0.49,7.21
1.002934,-0.54,0.51,7.19
1.005770,-0.55,0.52,7.16
1.007614,-0.55,0.52,7.12
1.010010,-0.56,0.52,7.08
1.012593,-0.56,0.50,7.03
1.015007,-0.56,0.48,6.98
1.018511,-0.57,0.46,6.92
1.019610,-0.58,0.43,6.87
1.022133,-0.59,0.40,6.80
1.024898,-0.59,0.38,6.73
1.026806,-0.59,0.37,6.65
1.029318,-0.58,0.37,6.56
1.032072,-0.57,0.38,6.47
1.034036,-0.55,0.40,6.37
1.036504,-0.52,0.41,6.26
1.039416,-0.49,0.42,6.14
1.041024,-0.45,0.41,6.00
1.043405,-0.42,0.39,5.84
1.045869,-0.39,0.34,5.67
1.048625,-0.37,0.29,5.49
1.050743,-0.35,0.23,5.29
1.053082,-0.33,0.16,5.07
1.055263,-0.32,0.09,4.85
1.058744,-0.30,0.03,4.63
1.060766,-0.28,-0.03,4.41
1.064034,-0.25,-0.10,4.19
1.065284,-0.22,-0.17,3.98
1.067522,-0.18,-0.24,3.76
1.069582,-0.13,-0.30,3.52
1.072685,-0.08,-0.36,3.27
1.074298,-0.03,-0.40,3.00
1.076977,0.02,-0.41,2.73
1.083724,0.06,-0.39,2.45
1.084647,0.10,-0.35,2.17
1.085057,0.14,-0.28,1.90
1.086242,0.17,-0.20,1.64
1.091272,0.19,-0.10,1.39
1.091701,0.21,-0.00,1.15
1.093295,0.23,0.09,0.92
1.101491,0.25,0.18,0.70
1.101989,0.27,0.25,0.49
1.102335,0.29,0.32,0.29
1.102772,0.31,0.39,0.10
1.105145,0.32,0.46,-0.09
1.107468,0.34,0.53,-0.28
1.109625,0.35,0.59,-0.46
1.111973,0.36,0.64,-0.62
1.115121,0.38,0.68,-0.77
1.118135,0.39,0.70,-0.91
1.119259,0.41,0.71,-1.03
1.121516,0.43,0.72,-1.14
1.124299,0.44,0.72,-1.24
1.126734,0.45,0.74,-1.34
1.128871,0.45,0.78,-1.42
1.131972,0.46,0.80,-1.47
1.133713,0.50,0.78,-1.49
1.135918,0.51,0.79,-1.52
1.138553,0.44,0.82,-1.54
1.140722,0.38,0.81,-1.57
1.143272,0.37,0.76,-1.64
1.145619,0.43,0.72,-1.81
1.147993,0.58,0.79,-2.07
1.151198,0.71,1.10,-2.40
1.153226,0.67,1.57,-2.77
1.155245,0.46,1.99,-3.17
1.158853,0.19,2.32,-3.58
1.159967,-0.10,2.53,-3.98
1.162509,-0.33,2.64,-4.34
1.165610,-0.36,2.80,-4.57
1.167271,-0.28,3.11,-4.64
1.169364,-0.16,3.50,-4.50
1.171473,0.01,3.71,-4.24
1.173804,0.26,3.56,-4.02
1.176407,0.55,3.10,-3.95
1.179459,0.71,2.48,-4.02
1.181594,0.76,1.81,-4.14
1.183955,0.76,1.14,-4.23
1.186081,0.72,0.54,-4.26
1.188098,0.67,0.04,-4.23
1.190522,0.65,-0.35,-4.16
1.193124,0.67,-0.60,-4.07
1.200640,0.71,-0.68,-3.98
1.201449,0.75,-0.60,-3.89
1.201888,0.76,-0.35,-3.83
1.202269,0.74,0.08,-3.81
1.205324,0.68,0.63,-3.85
1.207099,0.64,1.14,-3.93
1.209509,0.59,1.44,-4.00
1.218073,0.52,1.47,-4.02
1.218756,0.45,1.27,-3.98
1.219008,0.42,0.97,-3.89
1.219243,0.43,0.66,-3.75
1.221101,0.48,0.39,-3.58
1.223791,0.54,0.16,-3.39
1.225972,0.60,-0.04,-3.19
1.228706,0.66,-0.24,-2.99
1.230639,0.71,-0.47,-2.81
1.233022,0.76,-0.71,-2.65
1.235257,0.80,-0.97,-2.53
1.238387,0.81,-1.21,-2.44
1.239990,0.80,-1.40,-2.39
1.242455,0.79,-1.55,-2.36
1.245576,0.78,-1.63,-2.34
1.247406,0.78,-1.66,-2.32
1.250068,0.78,-1.63,-2.31
1.252144,0.78,-1.56,-2.29
1.254398,0.76,-1.45,-2.28
1.257883,0.72,-1.30,-2.28
1.259057,0.68,-1.13,-2.26
1.262490,0.63,-0.98,-2.24
1.264067,0.57,-0.88,-2.21
1.266932,0.53,-0.81,-2.18
1.268843,0.49,-0.76,-2.15
1.271239,0.47,-0.73,-2.11
1.273411,0.45,-0.71,-2.06
1.276389,0.43,-0.70,-2.00
1.279085,0.41,-0.71,-1.93
1.280768,0.38,-0.74,-1.87
1.282812,0.35,-0.78,-1.80
1.285268,0.32,-0.83,-1.73
1.287554,0.29,-0.87,-1.66
1.289922,0.26,-0.91,-1.60
1.292361,0.23,-0.93,-1.55
1.299539,0.18,-0.93,-1.49
1.299985,0.14,-0.90,-1.45
1.302864,0.08,-0.85,-1.41
1.303121,0.03,-0.78,-1.39
1.304064,-0.03,-0.70,-1.37
1.306902,-0.08,-0.62,-1.36
1.308861,-0.13,-0.56,-1.35
1.313029,-0.18,-0.52,-1.35
1.313698,-0.23,-0.50,-1.33
1.315906,-0.28,-0.47,-1.31
1.318352,-0.33,-0.45,-1.27
1.320516,-0.37,-0.43,-1.22
1.322896,-0.40,-0.41,-1.17
1.325352,-0.43,-0.39,-1.11
1.328862,-0.46,-0.37,-1.05
1.330286,-0.49,-0.35,-0.99
1.332570,-0.51,-0.34,-0.92
1.334710,-0.54,-0.34,-0.85
1.338228,-0.55,-0.34,-0.77
1.339409,-0.55,-0.34,-0.68
1.342089,-0.54,-0.32,-0.58
1.344588,-0.53,-0.29,-0.46
1.346902,-0.52,-0.26,-0.34
1.349192,-0.53,-0.26,-0.24
1.351558,-0.53,-0.28,-0.15
1.354261,-0.55,-0.32,-0.09
1.356813,-0.59,-0.38,-0.04
1.359055,-0.61,-0.42,-0.00
1.362200,-0.63,-0.46,0.02
1.367332,-0.63,-0.47,0.03
1.368553,-0.62,-0.47,0.04
1.373712,-0.61,-0.46,0.02
1.373912,-0.58,-0.45,-0.01
1.374099,-0.55,-0.47,-0.05
1.375212,-0.52,-0.49,-0.10
1.380239,-0.49,-0.51,-0.15
1.380924,-0.45,-0.55,-0.21
1.382445,-0.42,-0.59,-0.28
1.384670,-0.39,-0.64,-0.36
1.387347,-0.38,-0.69,-0.44
1.389236,-0.36,-0.73,-0.53
1.391721,-0.35,-0.77,-0.60
1.394491,-0.33,-0.82,-0.67
1.398930,-0.30,-0.87,-0.72
1.399220,-0.26,-0.93,-0.77
1.405733,-0.22,-0.98,-0.82
1.406076,-0.18,-1.03,-0.87
1.406248,-0.15,-1.07,-0.92
1.408308,-0.10,-1.12,-0.98
1.410650,-0.05,-1.15,-1.04
1.413030,0.01,-1.17,-1.10
1.415366,0.07,-1.19,-1.15
1.418244,0.12,-1.20,-1.20
1.420020,0.16,-1.20,-1.25
1.422607,0.19,-1.19,-1.29
1.424837,0.21,-1.18,-1.33
1.427290,0.22,-1.16,-1.37
1.429612,0.22,-1.13,-1.42
1.432078,0.22,-1.07,-1.47
1.434362,0.25,-0.99,-1.53
1.438103,0.26,-0.91,-1.60
1.439310,0.24,-0.84,-1.67
1.441542,0.22,-0.80,-1.74
1.443940,0.21,-0.75,-1.81
1.446361,0.19,-0.68,-1.90
1.449049,0.17,-0.57,-2.00
1.451378,0.14,-0.41,-2.13
1.453497,0.11,-0.22,-2.29
1.455800,0.08,-0.01,-2.45
1.458360,0.05,0.21,-2.62
1.460700,0.03,0.42,-2.77
1.463208,0.02,0.61,-2.91
1.465423,0.01,0.77,-3.03
1.467990,0.01,0.89,-3.13
1.470209,-0.00,0.94,-3.22
1.472407,-0.03,0.93,-3.28
1.474710,-0.04,0.90,-3.35
1.482985,-0.00,0.87,-3.41
1.483449,0.05,0.89,-3.49
1.483723,0.10,0.97,-3.56
1.484507,0.14,1.11,-3.63
1.486675,0.17,1.27,-3.71
1.489144,0.19,1.42,-3.77
1.491380,0.19,1.54,-3.81
1.493816,0.20,1.59,-3.83
1.496383,0.24,1.58,-3.86
1.498511,0.29,1.56,-3.90
1.500748,0.33,1.61,-3.92
1.503182,0.35,1.76,-3.94
1.505447,0.36,1.98,-3.96
1.507833,0.39,2.19,-3.96
1.510505,0.43,2.31,-3.91
1.512696,0.46,2.35,-3.82
1.515034,0.47,2.28,-3.70
1.518672,0.48,2.10,-3.54
1.519750,0.50,1.83,-3.37
1.522203,0.54,1.50,-3.20
1.524653,0.58,1.15,-3.04
1.526921,0.61,0.81,-2.91
1.529600,0.62,0.50,-2.80
1.531571,0.61,0.24,-2.71
1.534184,0.60,0.01,-2.63
1.536320,0.59,-0.21,-2.54
1.538689,0.57,-0.42,-2.43
1.541364,0.57,-0.62,-2.31
1.543528,0.57,-0.80,-2.17
1.545863,0.56,-0.96,-2.03
1.548109,0.54,-1.07,-1.89
1.550781,0.50,-1.12,-1.76
1.552958,0.43,-1.14,-1.64
1.555874,0.35,-1.11,-1.52
1.558766,0.27,-1.07,-1.42
1.560381,0.19,-1.02,-1.33
1.563004,0.10,-0.98,-1.23
1.565249,0.02,-0.94,-1.13
1.567349,-0.07,-0.92,-1.02
1.569775,-0.14,-0.91,-0.91
1.572710,-0.18,-0.89,-0.80
1.574956,-0.22,-0.87,-0.68
1.579621,-0.26,-0.85,-0.57
1.580590,-0.28,-0.80,-0.46
1.581883,-0.30,-0.73,-0.34
1.584215,-0.32,-0.60,-0.21
1.586439,-0.34,-0.44,-0.07
1.590790,-0.36,-0.26,0.06
1.591249,-0.36,-0.10,0.19
1.593737,-0.36,0.04,0.31
1.601770,-0.36,0.14,0.42
1.602687,-0.37,0.21,0.52
1.603322,-0.39,0.25,0.60
1.604237,-0.41,0.27,0.68
1.605422,-0.44,0.28,0.76
1.607817,-0.47,0.28,0.84
1.610185,-0.50,0.26,0.92
1.621487,-0.51,0.24,1.00
1.621932,-0.51,0.21,1.10
1.622176,-0.51,0.17,1.21
1.622392,-0.50,0.14,1.33
1.622640,-0.48,0.10,1.44
1.624063,-0.45,0.06,1.56
1.626864,-0.43,0.03,1.69
1.630061,-0.40,-0.00,1.82
1.631670,-0.39,-0.02,1.96
1.634030,-0.37,-0.02,2.11
1.636512,-0.37,-0.00,2.28
1.638622,-0.37,0.03,2.47
1.640660,-0.37,0.08,2.67
1.643182,-0.37,0.15,2.88
1.646116,-0.37,0.25,3.09
1.647806,-0.36,0.37,3.28
1.650339,-0.35,0.49,3.47
1.652846,-0.33,0.62,3.63
1.655289,-0.31,0.73,3.78
1.658430,-0.29,0.84,3.91
1.659634,-0.27,0.93,4.04
1.663354,-0.25,1.01,4.16
1.664934,-0.23,1.08,4.29
1.667027,-0.21,1.14,4.40
1.669326,-0.19,1.20,4.51
1.672043,-0.17,1.25,4.62
1.674399,-0.15,1.29,4.72
1.676497,-0.14,1.32,4.82
1.680109,-0.12,1.33,4.91
1.681417,-0.10,1.33,5.01
1.683827,-0.08,1.32,5.10
1.685984,-0.06,1.29,5.19
1.688481,-0.05,1.25,5.28
1.690736,-0.03,1.19,5.37
1.693275,-0.02,1.12,5.46
1.701243,0.00,1.04,5.54
1.701889,0.01,0.96,5.63
1.702289,0.03,0.87,5.70
1.702978,0.04,0.76,5.78
1.705217,0.05,0.66,5.85
1.707468,0.07,0.55,5.92
1.709468,0.09,0.43,6.00
1.717546,0.10,0.30,6.07
1.717973,0.12,0.18,6.15
1.718210,0.14,0.06,6.23
1.718879,0.16,-0.05,6.31
1.721246,0.18,-0.16,6.40
1.724104,0.19,-0.26,6.48
1.726039,0.20,-0.34,6.57
1.729275,0.21,-0.40,6.65
1.730751,0.22,-0.41,6.72
1.733161,0.24,-0.40,6.77
1.735523,0.26,-0.37,6.81
1.738241,0.27,-0.33,6.85
1.740203,0.26,-0.29,6.88
1.742866,0.25,-0.24,6.90
1.744987,0.25,-0.20,6.92
1.747304,0.24,-0.17,6.93
1.749946,0.22,-0.15,6.93
1.752480,0.20,-0.14,6.94
1.754885,0.17,-0.13,6.94
1.758039,0.15,-0.12,6.94
1.759209,0.13,-0.11,6.95
1.761494,0.11,-0.11,6.95
1.763909,0.09,-0.11,6.95
1.766181,0.06,-0.10,6.95
1.768566,0.02,-0.10,6.94
1.770910,-0.03,-0.11,6.93
1.773630,-0.09,-0.11,6.89
1.775897,-0.16,-0.09,6.84
1.783312,-0.24,-0.06,6.78
