time,wx (rad/s),wy (rad/s),wz (rad/s)
11.403416,0.16,-2.55,-0.49
11.405815,0.17,-2.56,-0.55
11.408423,0.19,-2.53,-0.64
11.410845,0.18,-2.48,-0.73
11.413147,0.16,-2.41,-0.83
11.415507,0.15,-2.30,-0.96
11.418386,0.13,-2.17,-1.12
11.420116,0.12,-1.99,-1.32
11.422598,0.12,-1.77,-1.58
11.427423,0.07,-1.52,-1.88
11.427771,-0.03,-1.26,-2.19
11.430813,-0.14,-1.05,-2.49
11.436485,-0.21,-0.89,-2.78
11.436718,-0.25,-0.79,-3.06
11.437923,-0.29,-0.71,-3.31
11.439076,-0.36,-0.65,-3.54
11.447502,-0.43,-0.61,-3.73
11.447957,-0.49,-0.58,-3.92
11.448148,-0.53,-0.54,-4.09
11.448608,-0.57,-0.46,-4.25
11.450910,-0.59,-0.35,-4.40
11.453151,-0.61,-0.22,-4.51
11.455624,-0.62,-0.06,-4.60
11.458231,-0.63,0.09,-4.66
11.460395,-0.62,0.23,-4.69
11.462867,-0.62,0.38,-4.70
11.465051,-0.59,0.53,-4.73
11.467460,-0.54,0.70,-4.79
11.469775,-0.48,0.86,-4.88
11.472210,-0.43,1.04,-5.00
11.474937,-0.38,1.22,-5.12
11.478195,-0.33,1.39,-5.21
11.479342,-0.30,1.54,-5.26
11.481636,-0.28,1.63,-5.29
11.484396,-0.28,1.66,-5.28
11.486401,-0.27,1.64,-5.26
11.489014,-0.26,1.59,-5.23
11.492069,-0.24,1.51,-5.20
11.494970,-0.23,1.41,-5.17
11.497049,-0.22,1.30,-5.15
11.498452,-0.22,1.19,-5.14
11.501490,-0.21,1.07,-5.12
11.503240,-0.21,0.96,-5.11
11.505503,-0.21,0.85,-5.09
11.508037,-0.21,0.74,-5.07
11.512050,-0.21,0.64,-5.05
11.512872,-0.21,0.53,-5.02
11.515664,-0.20,0.42,-4.98
11.518571,-0.18,0.31,-4.94
11.519756,-0.17,0.19,-4.90
11.522213,-0.15,0.08,-4.85
11.524746,-0.13,-0.02,-4.80
11.531344,-0.10,-0.11,-4.74
11.531778,-0.08,-0.19,-4.67
11.531965,-0.07,-0.27,-4.59
11.533973,-0.08,-0.35,-4.51
11.536176,-0.10,-0.41,-4.41
11.538725,-0.13,-0.45,-4.30
11.541116,-0.16,-0.46,-4.18
11.543822,-0.20,-0.43,-4.06
11.546058,-0.23,-0.37,-3.94
11.548305,-0.26,-0.30,-3.82
11.550621,-0.30,-0.23,-3.69
11.552898,-0.33,-0.15,-3.56
11.555227,-0.36,-0.09,-3.42
11.558588,-0.39,-0.02,-3.28
11.560100,-0.42,0.03,-3.13
11.562569,-0.44,0.09,-2.99
11.565062,-0.46,0.15,-2.84
11.567099,-0.48,0.21,-2.68
11.569515,-0.51,0.26,-2.52
11.571799,-0.55,0.31,-2.36
11.574409,-0.59,0.37,-2.20
11.577972,-0.63,0.44,-2.04
11.579125,-0.66,0.52,-1.87
11.582640,-0.68,0.62,-1.71
11.584461,-0.70,0.73,-1.55
11.586973,-0.70,0.84,-1.40
11.588478,-0.70,0.95,-1.24
11.592016,-0.71,1.06,-1.10
11.593342,-0.73,1.14,-0.96
11.595688,-0.74,1.21,-0.83
11.598420,-0.75,1.27,-0.70
11.600389,-0.77,1.31,-0.56
11.602627,-0.78,1.34,-0.40
11.604975,-0.79,1.34,-0.24
11.607516,-0.80,1.34,-0.06
11.610049,-0.82,1.34,0.14
11.612414,-0.83,1.33,0.36
11.615256,-0.85,1.31,0.60
11.618055,-0.86,1.29,0.85
11.619180,-0.89,1.25,1.11
11.622158,-0.91,1.21,1.39
11.623977,-0.93,1.15,1.67
11.628088,-0.95,1.07,1.97
11.628910,-0.97,0.97,2.28
11.631280,-0.99,0.85,2.58
11.634032,-1.00,0.72,2.90
11.636054,-1.01,0.57,3.21
11.638377,-1.02,0.41,3.52
11.641089,-1.02,0.24,3.82
11.647228,-1.01,0.07,4.10
11.647602,-0.99,-0.09,4.39
11.647708,-0.96,-0.24,4.67
11.650374,-0.92,-0.37,4.96
11.652717,-0.87,-0.49,5.24
11.655006,-0.82,-0.59,5.51
11.658422,-0.77,-0.68,5.77
11.659523,-0.71,-0.74,6.00
11.662059,-0.65,-0.78,6.21
11.664474,-0.59,-0.80,6.39
11.666647,-0.53,-0.80,6.56
11.668991,-0.46,-0.80,6.71
11.671315,-0.40,-0.79,6.85
11.674031,-0.33,-0.77,6.99
11.676189,-0.27,-0.75,7.11
11.678832,-0.20,-0.73,7.23
11.682053,-0.13,-0.71,7.34
11.684307,-0.05,-0.68,7.44
11.686543,0.03,-0.66,7.55
11.688367,0.11,-0.64,7.64
11.690788,0.20,-0.62,7.74
11.693056,0.28,-0.60,7.83
11.695331,0.36,-0.59,7.91
11.698439,0.43,-0.59,8.00
11.699788,0.50,-0.58,8.07
11.702399,0.57,-0.58,8.13
11.704899,0.63,-0.59,8.19
11.706979,0.70,-0.59,8.25
11.709415,0.76,-0.59,8.31
11.711934,0.83,-0.59,8.37
11.714106,0.90,-0.60,8.42
11.718046,0.96,-0.60,8.46
11.720358,1.02,-0.59,8.50
11.722703,1.08,-0.59,8.54
11.724059,1.14,-0.58,8.58
11.728209,1.19,-0.58,8.62
11.730440,1.21,-0.58,8.67
11.732433,1.20,-0.58,8.73
11.738003,1.20,-0.56,8.79
11.738392,1.25,-0.48,8.85
11.738570,1.35,-0.34,8.89
11.748477,1.42,-0.16,8.92
11.749024,1.48,0.02,8.95
11.749193,1.53,0.21,8.98
11.749347,1.55,0.40,9.01
11.750010,1.53,0.56,9.03
11.751919,1.49,0.70,9.05
11.754373,1.45,0.83,9.08
11.758022,1.43,0.96,9.10
11.759121,1.41,1.08,9.11
11.761447,1.39,1.19,9.10
11.763849,1.38,1.29,9.08
11.766264,1.35,1.38,9.05
11.768868,1.33,1.44,9.00
11.770894,1.29,1.49,8.93
11.773515,1.25,1.52,8.86
11.775712,1.21,1.56,8.78
11.778498,1.16,1.59,8.70
11.780710,1.10,1.62,8.59
11.782909,1.05,1.65,8.48
11.785266,1.01,1.68,8.35
11.787590,0.97,1.71,8.21
11.790050,0.93,1.71,8.04
11.793421,0.88,1.70,7.86
11.795814,0.82,1.65,7.67
11.799515,0.74,1.55,7.48
11.799842,0.65,1.40,7.28
11.801807,0.55,1.20,7.07
11.804173,0.44,0.98,6.85
11.806688,0.33,0.73,6.61
11.810900,0.23,0.47,6.36
11.811717,0.13,0.21,6.10
11.813677,0.04,-0.01,5.83
11.816090,-0.03,-0.20,5.54
11.818488,-0.09,-0.37,5.22
11.820810,-0.12,-0.51,4.86
11.823520,-0.12,-0.60,4.48
11.826454,-0.12,-0.59,4.08
11.828023,-0.13,-0.50,3.67
11.830472,-0.14,-0.35,3.27
11.832735,-0.15,-0.17,2.87
11.835534,-0.15,0.01,2.49
11.838605,-0.15,0.18,2.13
11.839696,-0.14,0.33,1.80
11.843021,-0.13,0.47,1.48
11.847910,-0.13,0.58,1.18
11.848487,-0.13,0.67,0.92
11.856470,-0.13,0.75,0.67
11.856970,-0.15,0.81,0.42
11.857164,-0.18,0.82,0.17
11.857343,-0.21,0.76,-0.08
11.864319,-0.24,0.64,-0.33
11.864834,-0.25,0.47,-0.58
11.865056,-0.26,0.26,-0.83
11.865884,-0.25,0.05,-1.09
11.868204,-0.24,-0.14,-1.36
11.870757,-0.21,-0.29,-1.63
11.873006,-0.18,-0.39,-1.89
11.875405,-0.16,-0.44,-2.14
11.878460,-0.12,-0.45,-2.36
11.880031,-0.04,-0.46,-2.55
11.882415,0.00,-0.39,-2.72
11.884834,0.00,-0.25,-2.89
11.887120,0.01,-0.24,-3.09
11.889436,0.07,-0.39,-3.37
11.891945,0.17,-0.47,-3.71
11.894349,0.22,-0.19,-4.06
11.897839,0.09,0.36,-4.40
11.898923,-0.33,0.92,-4.64
11.901391,-0.86,1.39,-4.71
11.904227,-1.26,1.87,-4.54
11.906051,-1.54,2.40,-4.03
11.908657,-1.59,2.71,-3.26
11.910997,-1.21,2.20,-2.51
11.913208,-0.49,0.90,-2.10
11.915600,0.19,-0.73,-2.35
11.918286,0.40,-2.20,-3.28
11.920587,0.24,-3.07,-4.59
11.922620,0.15,-3.08,-6.18
11.927974,0.24,-2.45,-7.63
11.928395,0.50,-1.58,-8.64
11.929803,0.77,-0.64,-9.12
11.936857,0.96,0.32,-9.09
11.937252,1.06,1.20,-8.72
11.938222,1.08,1.90,-8.12
11.939320,1.01,2.37,-7.30
11.941876,0.93,2.47,-6.35
11.947245,0.93,2.18,-5.34
11.947681,1.05,1.64,-4.34
11.948858,1.30,1.02,-3.52
11.951191,1.51,0.45,-2.90
11.953602,1.48,-0.03,-2.61
11.955856,1.20,-0.25,-2.72
11.958651,0.81,-0.19,-3.17
11.960596,0.52,0.01,-3.85
11.963096,0.41,0.22,-4.52
11.965385,0.38,0.26,-4.91
11.967910,0.31,0.06,-5.03
11.970172,0.20,-0.30,-4.92
11.972549,0.10,-0.72,-4.70
11.975309,0.05,-1.12,-4.44
11.978521,0.08,-1.36,-4.13
11.979808,0.16,-1.44,-3.81
11.982009,0.27,-1.40,-3.54
11.984635,0.34,-1.33,-3.34
11.986772,0.34,-1.27,-3.24
11.989023,0.28,-1.21,-3.22
11.991478,0.16,-1.11,-3.22
11.993945,0.02,-1.01,-3.23
11.996403,-0.08,-0.91,-3.20
11.998753,-0.14,-0.85,-3.13
12.001034,-0.15,-0.78,-3.03
12.004708,-0.11,-0.69,-2.91
12.005710,-0.03,-0.59,-2.80
12.007993,0.06,-0.53,-2.70
12.010620,0.10,-0.52,-2.60
12.013585,0.10,-0.58,-2.53
12.015970,0.04,-0.70,-2.48
12.019321,-0.05,-0.82,-2.45
12.019866,-0.13,-0.88,-2.42
12.022391,-0.17,-0.88,-2.37
12.024854,-0.19,-0.86,-2.31
12.028742,-0.18,-0.86,-2.24
12.031197,-0.18,-0.87,-2.15
12.032988,-0.18,-0.89,-2.07
12.036449,-0.19,-0.92,-1.99
12.036703,-0.20,-0.95,-1.92
12.039273,-0.23,-0.96,-1.87
12.041353,-0.26,-0.95,-1.84
12.049707,-0.29,-0.91,-1.81
12.050210,-0.32,-0.87,-1.81
12.050408,-0.36,-0.84,-1.79
12.050847,-0.40,-0.84,-1.75
12.053117,-0.44,-0.84,-1.70
12.055363,-0.48,-0.85,-1.64
12.058890,-0.52,-0.84,-1.57
12.060172,-0.56,-0.83,-1.50
12.062811,-0.60,-0.81,-1.42
12.064934,-0.64,-0.80,-1.34
12.067630,-0.68,-0.82,-1.25
12.069789,-0.72,-0.85,-1.15
12.072085,-0.77,-0.87,-1.05
12.074464,-0.81,-0.89,-0.95
12.078007,-0.84,-0.91,-0.87
12.079190,-0.85,-0.95,-0.79
12.081601,-0.83,-1.00,-0.70
12.083963,-0.81,-1.09,-0.60
12.086300,-0.79,-1.20,-0.50
12.088750,-0.77,-1.35,-0.38
12.091093,-0.78,-1.50,-0.24
12.093429,-0.80,-1.61,-0.09
12.095822,-0.84,-1.69,0.07
12.099531,-0.87,-1.72,0.22
12.101590,-0.89,-1.66,0.35
12.104095,-0.89,-1.49,0.44
12.105321,-0.87,-1.23,0.50
12.107876,-0.86,-0.94,0.50
12.110256,-0.84,-0.74,0.45
12.113515,-0.82,-0.71,0.37
12.115826,-0.79,-0.88,0.27
12.118345,-0.73,-1.18,0.15
12.119465,-0.67,-1.52,0.02
12.121931,-0.60,-1.87,-0.09
12.125934,-0.56,-2.17,-0.20
12.128971,-0.52,-2.40,-0.30
12.129439,-0.48,-2.57,-0.40
12.132113,-0.45,-2.66,-0.46
12.133798,-0.43,-2.71,-0.48
12.136060,-0.43,-2.75,-0.44
12.138578,-0.43,-2.82,-0.36
12.140706,-0.44,-2.91,-0.25
12.144492,-0.44,-3.00,-0.15
12.145617,-0.45,-3.04,-0.07
12.153032,-0.46,-3.05,-0.01
12.153290,-0.46,-3.04,0.02
12.153445,-0.45,-3.04,0.05
12.154943,-0.41,-3.02,0.07
12.159176,-0.37,-3.00,0.08
12.160545,-0.34,-2.98,0.09
12.162739,-0.30,-2.98,0.09
12.164568,-0.26,-2.99,0.08
12.166994,-0.21,-3.01,0.06
12.169271,-0.19,-3.01,-0.00
12.171840,-0.19,-2.98,-0.10
12.173947,-0.17,-2.92,-0.26
12.176423,-0.15,-2.82,-0.50
12.178866,-0.14,-2.67,-0.81
12.181175,-0.18,-2.50,-1.19
12.183651,-0.30,-2.33,-1.58
12.185877,-0.42,-2.15,-1.96
12.188189,-0.48,-1.95,-2.31
12.190726,-0.54,-1.73,-2.60
12.193043,-0.61,-1.49,-2.85
12.195651,-0.69,-1.27,-3.07
12.198493,-0.75,-1.09,-3.28
12.200304,-0.80,-0.90,-3.51
12.202411,-0.82,-0.70,-3.76
12.204874,-0.83,-0.47,-4.02
12.207345,-0.85,-0.23,-4.30
12.209530,-0.88,0.02,-4.58
12.212628,-0.90,0.30,-4.83
12.215000,-0.91,0.60,-5.06
12.218513,-0.91,0.90,-5.24
12.218974,-0.90,1.20,-5.37
12.221314,-0.86,1.47,-5.50
12.223842,-0.80,1.72,-5.65
12.226219,-0.72,1.94,-5.83
12.230742,-0.64,2.14,-6.02
12.231142,-0.57,2.33,-6.20
12.235420,-0.54,2.51,-6.34
12.235716,-0.53,2.64,-6.42
12.238256,-0.52,2.69,-6.45
12.240297,-0.49,2.66,-6.43
12.246276,-0.43,2.57,-6.38
12.246673,-0.35,2.46,-6.31
12.247358,-0.26,2.34,-6.24
12.249796,-0.20,2.24,-6.19
12.252588,-0.15,2.17,-6.16
12.254741,-0.11,2.13,-6.14
12.258132,-0.08,2.10,-6.15
12.259431,-0.06,2.06,-6.16
12.262163,-0.05,2.00,-6.17
12.264510,-0.05,1.92,-6.19
12.266645,-0.05,1.82,-6.21
12.268800,-0.06,1.70,-6.23
12.271215,-0.08,1.55,-6.25
12.273502,-0.11,1.38,-6.26
12.275960,-0.15,1.16,-6.26
12.280654,-0.20,0.90,-6.25
12.280949,-0.24,0.62,-6.22
12.283108,-0.27,0.33,-6.17
12.285563,-0.28,0.05,-6.10
12.287756,-0.29,-0.21,-6.03
12.291009,-0.29,-0.44,-5.95
12.293019,-0.28,-0.63,-5.88
12.295655,-0.27,-0.76,-5.81
12.298499,-0.26,-0.86,-5.75
12.299713,-0.26,-0.95,-5.68
12.302285,-0.28,-1.03,-5.60
12.305204,-0.31,-1.11,-5.50
12.307320,-0.35,-1.19,-5.37
12.309994,-0.40,-1.25,-5.23
12.312989,-0.45,-1.28,-5.07
12.313968,-0.51,-1.26,-4.92
12.316229,-0.56,-1.20,-4.77
12.319272,-0.61,-1.09,-4.63
12.320960,-0.65,-0.95,-4.49
12.323317,-0.68,-0.79,-4.36
12.326360,-0.70,-0.63,-4.21
12.328172,-0.72,-0.48,-4.06
12.330565,-0.74,-0.34,-3.91
12.332884,-0.76,-0.20,-3.75
12.335288,-0.79,-0.07,-3.59
12.338528,-0.83,0.06,-3.42
12.339890,-0.88,0.19,-3.25
12.345234,-0.92,0.31,-3.06
12.345648,-0.97,0.44,-2.85
12.347808,-1.01,0.56,-2.63
12.355921,-1.05,0.69,-2.39
12.356219,-1.08,0.83,-2.15
12.356469,-1.09,0.97,-1.90
12.357819,-1.10,1.10,-1.66
12.365765,-1.10,1.21,-1.45
12.366253,-1.11,1.30,-1.25
12.366451,-1.12,1.38,-1.07
12.366624,-1.15,1.43,-0.91
12.368518,-1.19,1.48,-0.76
12.370825,-1.23,1.53,-0.60
12.373394,-1.27,1.58,-0.44
12.375958,-1.30,1.64,-0.26
12.378296,-1.32,1.72,-0.05
12.380403,-1.34,1.80,0.19
12.382722,-1.38,1.89,0.46
12.384981,-1.41,1.96,0.75
12.387614,-1.45,2.00,1.07
12.389696,-1.50,2.00,1.39
12.392623,-1.54,1.96,1.71
12.394714,-1.58,1.87,2.03
12.398264,-1.61,1.74,2.34
12.399289,-1.63,1.59,2.64
12.401508,-1.65,1.42,2.94
12.403918,-1.66,1.26,3.24
12.406303,-1.66,1.12,3.54
12.408788,-1.66,1.02,3.85
12.411177,-1.65,0.97,4.15
12.413671,-1.64,0.95,4.45
12.415909,-1.61,0.95,4.74
12.419795,-1.57,0.97,5.03
12.421969,-1.53,0.99,5.30
12.423231,-1.48,1.02,5.55
12.425291,-1.42,1.05,5.78
12.429026,-1.37,1.08,6.01
12.430458,-1.30,1.09,6.21
12.437956,-1.23,1.10,6.39
12.438259,-1.16,1.10,6.56
12.438447,-1.09,1.10,6.71
12.441684,-1.02,1.08,6.86
12.441937,-0.96,1.06,6.99
12.453900,-0.91,1.01,7.11
12.454331,-0.86,0.96,7.23
12.454488,-0.81,0.89,7.33
12.454647,-0.77,0.82,7.44
12.454781,-0.73,0.75,7.54
12.455982,-0.69,0.69,7.63
12.458443,-0.64,0.63,7.73
12.460902,-0.59,0.57,7.83
12.463498,-0.54,0.51,7.93
12.465667,-0.48,0.44,8.04
12.467951,-0.42,0.37,8.14
12.470629,-0.36,0.30,8.24
12.472956,-0.30,0.22,8.33
12.475073,-0.24,0.13,8.42
12.478535,-0.16,0.04,8.49
12.480324,-0.09,-0.05,8.55
12.482239,-0.02,-0.14,8.60
12.484605,0.05,-0.23,8.65
12.487140,0.12,-0.31,8.70
12.489363,0.18,-0.40,8.75
12.491605,0.22,-0.48,8.82
12.494116,0.25,-0.55,8.89
12.496817,0.30,-0.60,8.96
12.499919,0.39,-0.59,9.03
12.501801,0.50,-0.55,9.08
12.503563,0.59,-0.50,9.14
12.506052,0.68,-0.45,9.19
12.508467,0.75,-0.40,9.24
12.510888,0.81,-0.36,9.29
12.514197,0.87,-0.34,9.33
12.516445,0.94,-0.32,9.37
12.518429,0.99,-0.31,9.40
12.520114,1.02,-0.28,9.42
12.522514,1.06,-0.24,9.42
12.525365,1.08,-0.18,9.41
12.529077,1.11,-0.12,9.38
12.530802,1.13,-0.06,9.34
12.535556,1.15,-0.02,9.30
12.535861,1.18,0.03,9.24
12.538289,1.21,0.07,9.18
12.539171,1.24,0.12,9.11
12.541594,1.28,0.17,9.03
12.550879,1.33,0.24,8.95
12.551371,1.39,0.32,8.86
12.551594,1.45,0.41,8.77
12.551783,1.50,0.51,8.68
12.553375,1.56,0.64,8.57
12.555671,1.61,0.77,8.45
12.558316,1.64,0.89,8.33
12.560677,1.67,1.02,8.21
12.562949,1.69,1.12,8.07
12.565305,1.69,1.18,7.93
12.567518,1.68,1.21,7.79
12.569905,1.65,1.19,7.63
12.572683,1.59,1.12,7.47
12.574628,1.51,0.99,7.30
12.578386,1.42,0.80,7.13
12.579624,1.31,0.53,6.94
12.581962,1.20,0.16,6.74
12.584538,1.08,-0.29,6.53
12.586730,0.94,-0.82,6.30
12.589109,0.80,-1.40,6.07
12.591228,0.67,-2.01,5.81
12.593730,0.54,-2.56,5.55
12.596718,0.41,-3.03,5.29
12.599021,0.31,-3.35,5.03
12.601155,0.23,-3.51,4.74
12.603055,0.17,-3.54,4.39
12.605306,0.13,-3.47,3.97
12.607742,0.10,-3.31,3.51
12.610785,0.09,-3.06,3.05
12.613249,0.07,-2.74,2.61
12.615334,0.06,-2.35,2.21
12.618463,0.03,-1.91,1.84
12.619655,-0.00,-1.46,1.50
12.622191,-0.05,-1.00,1.19
12.625096,-0.09,-0.55,0.89
12.630379,-0.13,-0.13,0.62
12.630816,-0.17,0.23,0.37
12.631572,-0.21,0.52,0.13
12.639681,-0.24,0.76,-0.12
12.639943,-0.27,0.91,-0.36
12.640147,-0.30,0.99,-0.61
12.641371,-0.32,0.99,-0.87
12.648918,-0.33,0.94,-1.12
12.649333,-0.33,0.86,-1.36
12.649524,-0.31,0.78,-1.60
12.650447,-0.28,0.72,-1.82
12.652745,-0.25,0.69,-2.04
12.655122,-0.23,0.71,-2.24
12.658406,-0.22,0.75,-2.43
12.659952,-0.20,0.82,-2.58
12.662531,-0.12,0.89,-2.72
12.664648,-0.01,1.06,-2.87
12.666975,-0.02,1.34,-3.00
12.669704,-0.05,1.34,-3.16
12.671954,0.13,1.14,-3.41
12.674488,0.44,1.19,-3.78
12.677707,0.54,1.61,-4.20
12.679216,0.25,2.03,-4.58
12.681456,-0.23,2.51,-4.87
12.683739,-1.14,3.11,-4.65
12.686050,-2.10,3.60,-3.89
12.688441,-2.38,3.54,-2.84
12.690838,-1.71,2.85,-2.14
12.693322,-0.89,1.54,-2.30
12.695612,-0.46,0.05,-3.17
12.698616,-0.43,-1.09,-4.52
12.700414,-0.35,-1.36,-6.33
12.702860,0.06,-0.91,-8.21
12.705093,0.78,-0.18,-9.66
12.709148,1.33,0.63,-10.30
12.711169,1.52,1.48,-10.17
12.712397,1.51,2.17,-9.62
12.715445,1.36,2.57,-8.90
12.718860,1.09,2.61,-8.01
12.719256,0.82,2.31,-6.89
12.721619,0.75,1.80,-5.83
12.725009,0.91,1.30,-4.59
12.726824,1.22,0.90,-3.45
12.729731,1.39,0.58,-2.59
12.732484,1.20,0.39,-2.22
12.733708,0.75,0.34,-2.46
12.736385,0.31,0.31,-3.18
12.738322,0.07,0.19,-4.11
12.740610,-0.00,-0.02,-4.94
12.745189,-0.06,-0.27,-5.39
12.745561,-0.13,-0.58,-5.47
12.748473,-0.20,-0.91,-5.28
12.752395,-0.22,-1.16,-4.86
12.752618,-0.16,-1.24,-4.39
12.754908,-0.07,-1.18,-3.95
12.759768,-0.02,-1.07,-3.63
12.760025,-0.05,-0.94,-3.48
12.764501,-0.11,-0.84,-3.42
12.764964,-0.17,-0.77,-3.42
12.766695,-0.20,-0.71,-3.44
12.769060,-0.23,-0.69,-3.41
12.771453,-0.27,-0.73,-3.35
12.773977,-0.30,-0.84,-3.27
12.776725,-0.28,-0.94,-3.14
12.778829,-0.17,-0.97,-3.03
12.781029,-0.03,-0.95,-2.93
12.783543,0.10,-0.93,-2.84
12.785779,0.14,-0.92,-2.78
12.788310,0.09,-0.93,-2.72
12.790717,-0.02,-0.93,-2.66
12.793313,-0.13,-0.91,-2.64
12.795149,-0.23,-0.87,-2.61
12.798638,-0.29,-0.83,-2.59
12.800063,-0.32,-0.80,-2.54
12.802299,-0.31,-0.78,-2.46
12.804663,-0.29,-0.77,-2.37
12.809055,-0.26,-0.79,-2.27
12.809501,-0.24,-0.82,-2.17
12.811873,-0.23,-0.86,-2.11
12.814122,-0.23,-0.88,-2.06
12.817067,-0.22,-0.89,-2.03
12.820029,-0.24,-0.89,-2.02
12.821316,-0.28,-0.90,-2.00
12.823688,-0.32,-0.92,-1.98
12.826140,-0.36,-0.92,-1.94
12.829322,-0.39,-0.90,-1.88
12.832105,-0.41,-0.87,-1.82
12.833642,-0.42,-0.83,-1.73
12.835563,-0.43,-0.78,-1.62
12.838525,-0.46,-0.75,-1.51
12.840928,-0.49,-0.74,-1.39
12.842710,-0.52,-0.76,-1.28
12.845891,-0.58,-0.81,-1.18
12.847549,-0.63,-0.88,-1.09
12.849795,-0.68,-0.95,-1.03
12.852037,-0.71,-1.03,-0.97
12.854422,-0.73,-1.12,-0.89
12.858111,-0.72,-1.23,-0.77
12.859065,-0.70,-1.35,-0.61
12.861691,-0.68,-1.46,-0.43
12.864112,-0.68,-1.55,-0.25
12.866450,-0.68,-1.59,-0.08
12.869029,-0.71,-1.56,0.07
12.871055,-0.75,-1.44,0.20
12.873417,-0.80,-1.22,0.30
12.875682,-0.83,-0.91,0.39
12.878522,-0.82,-0.54,0.43
12.880735,-0.80,-0.23,0.41
12.882999,-0.79,-0.05,0.34
12.885188,-0.81,-0.04,0.24
12.887635,-0.81,-0.14,0.14
12.889965,-0.78,-0.31,0.03
12.892335,-0.73,-0.52,-0.06
12.894623,-0.69,-0.73,-0.15
12.898221,-0.64,-0.94,-0.24
12.900015,-0.61,-1.11,-0.33
12.902126,-0.57,-1.26,-0.42
12.905117,-0.55,-1.39,-0.50
12.907665,-0.53,-1.49,-0.54
12.909183,-0.51,-1.60,-0.54
12.912294,-0.50,-1.69,-0.50
12.913810,-0.48,-1.74,-0.43
12.916993,-0.49,-1.75,-0.34
12.919546,-0.51,-1.77,-0.24
12.920725,-0.53,-1.79,-0.15
12.923135,-0.53,-1.83,-0.06
12.925717,-0.53,-1.85,0.01
12.928560,-0.49,-1.86,0.07
12.931507,-0.44,-1.84,0.11
12.933568,-0.41,-1.81,0.13
12.935106,-0.37,-1.78,0.13
12.938579,-0.33,-1.74,0.10
12.939734,-0.29,-1.70,0.03
12.943527,-0.26,-1.67,-0.09
12.948422,-0.25,-1.63,-0.24
12.949009,-0.26,-1.54,-0.43
12.950061,-0.27,-1.42,-0.65
12.957237,-0.26,-1.24,-0.91
12.957510,-0.25,-1.01,-1.21
12.957670,-0.24,-0.77,-1.54
12.958725,-0.35,-0.53,-1.90
12.964112,-0.46,-0.33,-2.25
12.964532,-0.52,-0.15,-2.58
12.965733,-0.56,0.01,-2.88
12.968100,-0.60,0.16,-3.14
12.970490,-0.66,0.27,-3.36
12.972889,-0.71,0.33,-3.55
12.975168,-0.73,0.37,-3.74
12.978301,-0.74,0.43,-3.94
12.979933,-0.74,0.50,-4.15
12.982685,-0.74,0.60,-4.35
12.984816,-0.72,0.73,-4.55
12.987192,-0.68,0.88,-4.74
12.989455,-0.67,1.07,-4.90
12.991819,-0.64,1.27,-5.03
12.994207,-0.60,1.47,-5.14
12.997822,-0.53,1.67,-5.26
12.999122,-0.43,1.87,-5.40
13.001397,-0.33,2.05,-5.58
13.003707,-0.25,2.22,-5.76
13.005994,-0.21,2.37,-5.90
13.008336,-0.18,2.49,-5.98
13.010942,-0.16,2.54,-6.00
13.013765,-0.14,2.52,-5.98
13.016147,-0.09,2.42,-5.93
13.018786,-0.02,2.29,-5.87
13.020449,0.07,2.16,-5.83
13.022723,0.15,2.05,-5.79
13.025134,0.21,1.95,-5.76
13.029642,0.25,1.86,-5.74
13.036797,0.26,1.77,-5.73
13.036991,0.28,1.68,-5.72
13.037129,0.28,1.58,-5.70
13.038467,0.26,1.46,-5.68
13.039331,0.25,1.32,-5.66
13.042099,0.24,1.16,-5.65
13.047609,0.23,0.98,-5.64
13.048069,0.21,0.75,-5.64
13.050351,0.18,0.50,-5.63
13.051570,0.14,0.24,-5.63
13.053543,0.12,-0.01,-5.61
13.056046,0.09,-0.25,-5.59
13.058636,0.07,-0.48,-5.56
13.060619,0.07,-0.68,-5.52
13.063516,0.06,-0.86,-5.48
13.065597,0.05,-1.02,-5.43
13.067961,0.04,-1.17,-5.38
13.070300,0.04,-1.28,-5.33
13.072599,0.05,-1.37,-5.28
13.074993,0.05,-1.44,-5.21
13.078491,0.05,-1.51,-5.13
13.079619,0.02,-1.57,-5.02
13.082132,-0.01,-1.63,-4.90
13.084549,-0.06,-1.65,-4.76
13.086817,-0.11,-1.65,-4.62
13.089061,-0.17,-1.61,-4.48
13.091437,-0.22,-1.54,-4.35
13.094073,-0.26,-1.44,-4.22
13.096376,-0.31,-1.33,-4.10
13.098814,-0.36,-1.23,-3.98
13.101076,-0.39,-1.12,-3.85
13.103489,-0.42,-1.00,-3.72
13.105761,-0.45,-0.88,-3.59
13.107976,-0.48,-0.75,-3.46
13.110744,-0.50,-0.63,-3.31
13.114006,-0.52,-0.51,-3.16
13.116619,-0.55,-0.39,-2.99
13.119610,-0.58,-0.28,-2.80
13.119918,-0.61,-0.17,-2.61
13.122630,-0.64,-0.04,-2.42
13.125052,-0.66,0.10,-2.23
13.130081,-0.67,0.25,-2.03
13.130590,-0.67,0.40,-1.84
13.136465,-0.67,0.56,-1.65
13.136751,-0.67,0.70,-1.47
13.138575,-0.66,0.83,-1.31
13.138969,-0.67,0.93,-1.15
13.141289,-0.68,1.01,-1.00
13.148829,-0.71,1.07,-0.86
13.149259,-0.74,1.11,-0.72
13.149420,-0.77,1.14,-0.56
13.151120,-0.79,1.16,-0.40
