time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001153,0.1569,0.1881,-1.1789,1.204
0.003120,0.1653,0.0679,-0.7722,0.793
0.007732,0.1216,-0.0251,-0.3597,0.381
0.012446,0.0663,-0.1127,0.0262,0.133
0.017326,0.0162,-0.2019,0.3293,0.387
0.022017,-0.0575,-0.2286,0.5364,0.586
0.028607,-0.1212,-0.2386,0.6297,0.684
0.031863,-0.1515,-0.2389,0.6265,0.687
0.036201,-0.1629,-0.2250,0.5510,0.617
0.040913,-0.1554,-0.1662,0.4107,0.469
0.046004,-0.0959,-0.1458,0.2531,0.307
0.050390,-0.0489,-0.0900,0.0685,0.123
0.055140,0.0144,-0.0346,-0.0577,0.069
0.060017,0.0890,-0.0366,-0.1596,0.186
0.064613,0.1322,-0.0007,-0.2422,0.276
0.069302,0.1966,-0.0220,-0.2963,0.356
0.074196,0.2557,-0.0004,-0.3126,0.404
0.078880,0.2812,-0.0075,-0.3009,0.412
0.083622,0.2877,0.0021,-0.2494,0.381
0.088323,0.2776,0.0164,-0.1893,0.336
0.094423,0.2725,-0.0027,-0.0942,0.288
0.097698,0.2438,-0.0074,0.0168,0.244
0.103006,0.1965,-0.0026,0.0986,0.220
0.107323,0.1709,0.0046,0.1611,0.235
0.112424,0.1315,-0.0025,0.1902,0.231
0.116937,0.0924,0.0212,0.2003,0.222
0.121702,0.0798,0.0281,0.1845,0.203
0.127212,0.0578,0.0445,0.1286,0.148
0.131209,0.0479,0.0489,0.0970,0.119
0.135938,0.0666,0.0508,0.0585,0.102
0.140735,0.0400,0.0267,-0.0013,0.048
0.145462,0.0541,0.0407,-0.0466,0.082
0.150356,0.0656,0.0166,-0.0845,0.108
0.155231,0.0675,-0.0096,-0.1082,0.128
0.161100,0.0789,-0.0072,-0.1272,0.150
0.164481,0.0569,0.0048,-0.1130,0.127
0.169285,0.0446,0.0285,-0.1014,0.114
0.173746,0.0418,0.0354,-0.0684,0.088
0.178490,0.0271,0.0375,-0.0333,0.057
0.183267,0.0055,0.0395,-0.0101,0.041
0.188344,-0.0017,0.0416,0.0081,0.042
0.196161,-0.0018,0.0365,0.0288,0.047
0.197477,-0.0137,0.0267,0.0327,0.044
0.202218,-0.0065,0.0241,0.0581,0.063
0.207218,0.0196,0.0002,0.0643,0.067
0.211502,0.0219,0.0168,0.0492,0.056
0.216420,0.0479,0.0167,0.0723,0.088
0.221044,0.0548,0.0023,0.0549,0.078
0.227085,0.0665,-0.0120,0.0614,0.091
0.230727,0.0615,-0.0404,0.0440,0.086
0.235566,0.0686,-0.0258,0.0672,0.099
0.240658,0.0899,-0.0446,0.0569,0.115
0.245200,0.0755,-0.0348,0.0443,0.094
0.249618,0.0850,-0.0393,0.0460,0.104
0.254752,0.0875,-0.0437,0.0501,0.110
0.259168,0.0591,-0.0386,0.0588,0.092
0.264001,0.0619,-0.0431,0.0532,0.092
0.268767,0.0481,-0.0665,0.0548,0.099
0.273489,0.0557,-0.0447,0.0587,0.092
0.282232,0.0303,-0.0301,0.0745,0.086
0.282854,0.0407,-0.0774,0.0902,0.126
0.287515,0.0250,-0.0531,0.0870,0.105
0.292242,0.0331,-0.0456,0.0957,0.111
0.296932,0.0057,-0.0690,0.0926,0.116
0.302379,-0.0049,-0.0662,0.0896,0.112
0.306607,-0.0178,-0.0775,0.0750,0.109
0.311259,-0.0044,-0.0770,0.0676,0.103
0.316225,-0.0173,-0.0551,0.0627,0.085
0.320760,0.0078,-0.0642,0.0508,0.082
0.325440,-0.0218,-0.0590,0.0412,0.075
0.330291,-0.0038,-0.0586,0.0531,0.079
0.334963,0.0118,-0.0724,0.0578,0.093
0.340099,0.0247,-0.0742,0.0767,0.110
0.344529,0.0589,-0.0618,0.1003,0.132
0.349195,0.0692,-0.0258,0.1310,0.150
0.353920,0.0792,-0.0470,0.1424,0.170
0.358717,0.1035,-0.0514,0.1705,0.206
0.363459,0.1179,-0.0701,0.1986,0.241
0.368413,0.1275,-0.0624,0.2289,0.269
0.373066,0.1513,-0.0644,0.2379,0.289
0.382819,0.1866,-0.0734,0.2351,0.309
0.383614,0.1932,-0.0681,0.2373,0.313
0.387149,0.1831,-0.0368,0.2111,0.282
0.391607,0.2040,-0.0105,0.1971,0.284
0.396605,0.2104,0.0109,0.1621,0.266
0.401354,0.2073,0.0273,0.1107,0.237
0.406027,0.2161,0.0104,0.0859,0.233
0.410725,0.1940,0.0245,0.0872,0.214
0.415576,0.2030,0.0408,0.0931,0.227
0.420233,0.1812,0.0380,0.1036,0.212
0.425171,0.1572,0.0637,0.1259,0.211
0.430146,0.1430,0.0867,0.1456,0.222
0.434570,0.1243,0.1191,0.1841,0.252
0.439149,0.0796,0.1465,0.2008,0.261
0.444550,0.0517,0.2140,0.2601,0.341
0.448719,0.0241,0.2572,0.2881,0.387
0.453546,-0.0128,0.3380,0.3135,0.461
