time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001088,-0.0347,0.0051,-0.2635,0.266
0.003813,-0.0907,-0.0875,-0.1112,0.168
0.007893,-0.1344,-0.1888,-0.0541,0.238
0.012451,-0.1705,-0.2656,-0.0129,0.316
0.017007,-0.1398,-0.3109,0.0007,0.341
0.024297,-0.1191,-0.3226,-0.0015,0.344
0.028358,-0.0560,-0.2987,-0.0360,0.306
0.031628,-0.0126,-0.2844,-0.0672,0.292
0.035961,0.0562,-0.2488,-0.1119,0.279
0.040816,0.1006,-0.2207,-0.1537,0.287
0.045926,0.1136,-0.1880,-0.1882,0.289
0.050361,0.1239,-0.1627,-0.1941,0.282
0.055551,0.1247,-0.1067,-0.1861,0.248
0.060298,0.0969,-0.0440,-0.1500,0.184
0.064480,0.0813,0.0062,-0.0955,0.126
0.069262,0.0587,0.0513,-0.0395,0.087
0.073900,0.0435,0.1055,0.0183,0.116
0.078653,0.0545,0.1071,0.0969,0.154
0.083851,0.0536,0.1395,0.1368,0.203
0.088090,0.0741,0.1384,0.1740,0.234
0.093554,0.0920,0.1183,0.2086,0.257
0.097719,0.0907,0.1197,0.2002,0.250
0.104570,0.0942,0.1188,0.1825,0.237
0.107045,0.1189,0.1108,0.1578,0.226
0.111952,0.1172,0.1052,0.1260,0.202
0.116860,0.0942,0.0688,0.0826,0.143
0.121812,0.0998,0.0636,0.0418,0.125
0.127413,0.0768,0.0489,0.0108,0.092
0.130882,0.0611,0.0273,-0.0081,0.067
0.135799,0.0360,0.0058,-0.0293,0.047
0.140379,0.0206,-0.0226,-0.0502,0.059
0.145395,0.0314,-0.0532,-0.0520,0.081
0.150156,0.0351,-0.0811,-0.0750,0.116
0.155114,0.0150,-0.0732,-0.0859,0.114
0.166065,0.0331,-0.0725,-0.1014,0.129
0.166404,0.0439,-0.0789,-0.1167,0.148
0.168688,0.0545,-0.0710,-0.1153,0.146
0.173324,0.0651,-0.0679,-0.1185,0.151
0.178384,0.0565,-0.0649,-0.1074,0.138
0.183974,0.0504,-0.0595,-0.1201,0.143
0.187563,0.0751,-0.0232,-0.1138,0.138
0.192368,0.0497,-0.0348,-0.0981,0.115
0.197574,0.0578,-0.0367,-0.0801,0.105
0.203146,0.0610,-0.0102,-0.0601,0.086
0.206939,0.0476,-0.0005,-0.0307,0.057
0.211815,0.0604,-0.0122,-0.0063,0.062
0.216341,0.0637,0.0047,-0.0011,0.064
0.220851,0.0623,0.0332,0.0230,0.074
0.226418,0.0537,0.0354,0.0302,0.071
0.230715,0.0524,0.0139,0.0279,0.061
0.235093,0.0440,0.0376,0.0376,0.069
0.239986,0.0192,0.0517,0.0233,0.060
0.249182,0.0207,0.0347,0.0186,0.044
0.250095,0.0270,0.0179,0.0306,0.045
0.254346,-0.0022,0.0107,0.0212,0.024
0.260193,0.0140,0.0154,0.0189,0.028
0.263724,-0.0126,0.0201,0.0143,0.028
0.268319,-0.0341,0.0389,-0.0068,0.052
0.272911,-0.0245,0.0457,0.0149,0.054
0.277766,-0.0314,0.0501,-0.0134,0.061
0.283857,-0.0407,0.0425,-0.0201,0.062
0.287974,-0.0212,0.0303,-0.0079,0.038
0.293009,-0.0067,0.0395,-0.0028,0.040
0.296816,0.0221,0.0225,0.0569,0.065
0.301626,0.0601,0.0484,0.0760,0.108
0.306521,0.1264,0.0978,0.1189,0.199
0.311180,0.1897,0.1823,0.1570,0.306
0.315965,0.2619,0.2662,0.1952,0.421
