time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004834,0.1392,0.1633,-0.2276,0.313
0.005127,0.1084,0.1379,-0.1850,0.255
0.008248,0.0731,0.1033,-0.1397,0.188
0.013433,0.0452,0.0689,-0.0967,0.127
0.017626,0.0224,0.0301,-0.0630,0.073
0.022100,0.0118,-0.0037,-0.0360,0.038
0.026790,0.0061,-0.0325,-0.0232,0.040
0.032311,0.0147,-0.0539,-0.0197,0.059
0.036365,0.0185,-0.0728,-0.0281,0.080
0.041044,0.0201,-0.0868,-0.0436,0.099
0.045841,0.0193,-0.1030,-0.0590,0.120
0.052442,0.0162,-0.1168,-0.0651,0.135
0.055295,0.0133,-0.1258,-0.0618,0.141
0.060368,0.0034,-0.1299,-0.0539,0.141
0.064828,-0.0089,-0.1340,-0.0414,0.141
0.069561,-0.0210,-0.1381,-0.0219,0.141
0.074359,-0.0330,-0.1350,-0.0025,0.139
0.079021,-0.0402,-0.1296,0.0216,0.137
0.083911,-0.0450,-0.1218,0.0432,0.137
0.088812,-0.0474,-0.1117,0.0552,0.133
0.093498,-0.0427,-0.1041,0.0625,0.129
0.100974,-0.0332,-0.0942,0.0602,0.117
0.102853,-0.0216,-0.0843,0.0579,0.105
0.108360,-0.0076,-0.0745,0.0508,0.091
0.112447,0.0039,-0.0624,0.0389,0.074
0.117222,0.0130,-0.0529,0.0271,0.061
0.122081,0.0220,-0.0457,0.0152,0.053
0.126835,0.0286,-0.0458,0.0081,0.055
0.132317,0.0328,-0.0411,0.0082,0.053
0.136061,0.0371,-0.0389,0.0083,0.054
0.141155,0.0415,-0.0391,0.0132,0.059
0.146446,0.0531,-0.0440,0.0205,0.072
0.152101,0.0646,-0.0513,0.0253,0.086
0.155270,0.0762,-0.0633,0.0302,0.104
0.160024,0.0948,-0.0728,0.0376,0.125
0.164559,0.1062,-0.0799,0.0424,0.140
0.169193,0.1200,-0.0822,0.0473,0.153
0.174706,0.1384,-0.0845,0.0521,0.170
0.184990,0.1518,-0.0725,0.0570,0.178
0.185258,0.1651,-0.0582,0.0619,0.186
0.188035,0.1782,-0.0393,0.0644,0.194
0.192935,0.1911,-0.0110,0.0671,0.203
0.197702,0.2039,0.0170,0.0722,0.217
0.202955,0.2165,0.0520,0.0798,0.237
0.207357,0.2313,0.0937,0.0901,0.265
0.212653,0.2530,0.1400,0.1006,0.306
0.216773,0.2792,0.1906,0.1138,0.357
0.221312,0.3169,0.2408,0.1248,0.417
0.226580,0.3591,0.2882,0.1313,0.479
0.232164,0.4057,0.3257,0.1333,0.537
0.235520,0.4544,0.3510,0.1306,0.589
0.240334,0.5076,0.3666,0.1234,0.638
0.245792,0.5654,0.3654,0.1164,0.683
0.249792,0.6208,0.3570,0.1073,0.724
0.254903,0.6761,0.3390,0.0913,0.762
0.259887,0.7313,0.3212,0.0730,0.802
0.264278,0.7816,0.3034,0.0478,0.840
0.268907,0.8319,0.2810,0.0181,0.878
0.273748,0.8798,0.2539,-0.0113,0.916
0.278368,0.9251,0.2294,-0.0429,0.954
0.284366,0.9703,0.2074,-0.0693,0.995
0.287920,1.0199,0.1879,-0.0954,1.041
0.292491,1.0811,0.1686,-0.1141,1.100
0.297391,1.1583,0.1471,-0.1277,1.175
0.302010,1.2470,0.1091,-0.1266,1.258
0.306560,1.3540,0.0501,-0.1155,1.360
0.312369,1.4770,-0.0275,-0.0920,1.480
0.316212,1.6042,-0.1235,-0.0585,1.610
0.320882,1.7379,-0.2472,-0.0149,1.755
0.325607,1.8714,-0.3939,0.0267,1.913
0.331796,1.9928,-0.5703,0.0662,2.074
0.335927,2.1024,-0.7763,0.1012,2.243
0.340093,2.2049,-1.0069,0.1242,2.427
0.344774,2.2911,-1.2549,0.1280,2.615
0.349558,2.3562,-1.5128,0.1125,2.802
0.354361,2.4026,-1.7712,0.0730,2.986
0.358732,2.4304,-2.0158,0.0046,3.158
0.363952,2.4570,-2.2511,-0.1005,3.334
0.368282,2.4767,-2.4716,-0.2403,3.507
0.373414,2.4964,-2.6726,-0.4010,3.679
0.378290,2.5086,-2.8493,-0.5851,3.841
0.384950,2.5131,-2.9969,-0.7787,3.988
0.387159,2.5121,-3.1131,-0.9864,4.120
0.392659,2.5003,-3.1906,-1.1940,4.226
