time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001342,1.9697,0.4521,-0.5164,2.086
0.001581,1.9812,0.5850,-0.4262,2.109
0.004021,1.9900,0.6339,-0.3114,2.112
0.010872,1.9700,0.5876,-0.2170,2.067
0.013734,1.9476,0.5037,-0.1495,2.017
0.018990,1.9277,0.3824,-0.0533,1.966
0.024550,1.9313,0.2113,0.0985,1.945
0.028982,2.0358,0.0400,0.5510,2.109
0.032594,2.0290,-0.0432,0.5179,2.094
0.037108,1.9658,-0.0382,0.4922,2.027
0.043142,1.8748,0.0142,0.3636,1.910
0.047454,1.7679,0.1474,0.1940,1.785
0.051519,1.6519,0.3759,0.0139,1.694
0.056098,1.5814,0.6494,-0.1174,1.714
0.062264,1.4941,0.9057,-0.2001,1.759
0.066376,1.4591,1.1092,-0.2491,1.850
0.070559,1.4593,1.2478,-0.1929,1.930
0.075492,1.5259,1.2813,-0.0867,1.994
0.080668,1.6061,1.2598,0.0452,2.042
0.085843,1.7550,1.1213,0.1936,2.092
0.090869,1.9849,0.8897,0.3706,2.207
0.094578,2.2101,0.6608,0.5309,2.367
0.099636,2.4334,0.3986,0.7226,2.569
0.104625,2.7007,0.1868,0.8982,2.852
0.110891,2.9194,-0.0250,1.0504,3.103
0.113218,3.1470,-0.2271,1.1293,3.351
0.118112,3.3021,-0.4912,1.1373,3.527
0.123772,3.3992,-0.6954,1.0863,3.636
0.128144,3.4406,-0.8540,1.0025,3.684
0.132365,3.4141,-0.9431,0.8762,3.649
0.137061,3.3913,-0.9892,0.7265,3.607
0.143210,3.3099,-1.0064,0.5484,3.503
0.147031,3.2033,-0.9854,0.3752,3.372
0.152497,3.0689,-1.0025,0.2426,3.238
0.156896,2.8876,-1.0362,0.1529,3.072
0.161532,2.6663,-1.0816,0.1179,2.880
0.166372,2.4694,-1.1915,0.1403,2.745
0.171166,2.2442,-1.3035,0.1747,2.601
0.175613,2.0236,-1.4560,0.2331,2.504
0.180629,1.8028,-1.5819,0.3346,2.422
0.184869,1.6031,-1.6670,0.3954,2.346
0.189940,1.4721,-1.7184,0.4417,2.305
0.194745,1.3855,-1.7315,0.4616,2.265
0.198500,1.3145,-1.7349,0.5031,2.234
0.203337,1.3021,-1.6714,0.4969,2.176
0.213030,1.3604,-1.5866,0.5343,2.157
0.214922,1.4200,-1.4373,0.5696,2.099
0.217611,1.4282,-1.2692,0.5171,1.979
0.223105,1.5407,-1.1874,0.4436,1.995
0.226978,1.6807,-1.1654,0.3179,2.070
0.231846,1.8149,-1.1650,0.2238,2.168
0.236166,1.9626,-1.1742,0.1631,2.293
0.240953,2.0881,-1.1498,0.1118,2.386
0.245788,2.2272,-1.1038,0.1339,2.489
0.250577,2.3300,-0.9933,0.1479,2.537
0.255218,2.4635,-0.9161,0.2471,2.640
0.259995,2.6184,-0.8820,0.3358,2.783
0.264950,2.7567,-0.8550,0.4239,2.917
0.269592,2.8929,-0.8470,0.4876,3.054
0.274294,3.0082,-0.8820,0.5462,3.182
0.279008,3.1530,-0.8738,0.6070,3.328
0.284554,3.2988,-0.8034,0.6366,3.454
0.290593,3.4886,-0.7163,0.5943,3.611
0.293712,3.6697,-0.6196,0.4709,3.751
0.298187,3.8135,-0.5588,0.2567,3.863
0.303548,3.9655,-0.5195,0.0040,3.999
0.308356,4.0467,-0.4441,-0.1987,4.076
0.312452,4.0911,-0.3112,-0.3852,4.121
0.317239,4.0153,-0.1281,-0.6345,4.067
0.321692,3.8629,0.0241,-0.7459,3.934
0.326643,3.6196,0.0809,-0.8539,3.720
0.331710,3.3142,0.0448,-0.9083,3.437
0.336031,2.9585,-0.0983,-0.9043,3.095
0.341613,2.5475,-0.2720,-0.8057,2.686
0.345488,2.1451,-0.4547,-0.6316,2.282
0.350612,1.7603,-0.6298,-0.4198,1.916
0.355842,1.4257,-0.7424,-0.2132,1.621
0.359817,1.1766,-0.7473,0.0126,1.394
0.365360,1.0582,-0.6471,0.1312,1.247
0.370495,1.0105,-0.4801,0.1429,1.128
0.374313,1.0912,-0.2967,0.0096,1.131
