time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002892,0.5519,0.0849,0.4230,0.700
0.003173,0.4512,0.0938,0.4377,0.636
0.007950,0.3397,0.1049,0.4167,0.548
0.012548,0.2174,0.0970,0.4028,0.468
0.017553,0.1124,0.0584,0.4480,0.466
0.022000,0.0651,-0.0250,0.5234,0.528
0.027545,0.0750,-0.0745,0.6574,0.666
0.031810,0.0680,-0.1378,0.7831,0.798
0.037131,0.1014,-0.1341,0.8416,0.858
0.042015,0.1511,-0.1709,0.8381,0.869
0.047221,0.1909,-0.1504,0.8015,0.838
0.050616,0.2185,-0.1063,0.7250,0.765
0.055190,0.2364,-0.0389,0.6444,0.687
0.061105,0.2280,-0.0005,0.6021,0.644
0.065521,0.2692,0.0566,0.6096,0.669
0.070013,0.3075,0.0777,0.6309,0.706
0.075366,0.3571,0.1129,0.6587,0.758
0.079458,0.4226,0.0933,0.6715,0.799
0.084705,0.4660,0.0811,0.6936,0.840
0.088742,0.5091,0.0286,0.7391,0.898
0.102403,0.5873,-0.0069,0.8056,0.997
0.102706,0.6484,-0.0919,0.7814,1.020
0.102867,0.6830,-0.1856,0.7691,1.045
0.108278,0.7176,-0.2525,0.7878,1.095
0.113379,0.7570,-0.2903,0.8135,1.149
0.116957,0.7418,-0.2803,0.8200,1.141
0.122547,0.7223,-0.2609,0.8075,1.114
0.128853,0.6867,-0.2488,0.8071,1.088
0.131689,0.6445,-0.2273,0.8043,1.055
0.136814,0.5816,-0.2202,0.8063,1.018
0.140475,0.5053,-0.2060,0.8227,0.987
0.145823,0.4178,-0.1825,0.8484,0.963
0.151548,0.3478,-0.1425,0.8787,0.956
0.155903,0.3138,-0.1433,0.8851,0.950
0.160143,0.2966,-0.1155,0.8937,0.949
0.164880,0.3055,-0.1497,0.9045,0.966
0.170375,0.2975,-0.1740,0.8962,0.960
0.174909,0.3795,-0.2883,0.8949,1.014
0.180076,0.4488,-0.4206,0.8603,1.058
0.183313,0.5484,-0.5685,0.8615,1.169
0.189261,0.6545,-0.7221,0.8508,1.294
0.193331,0.7932,-0.8484,0.7214,1.367
0.198253,0.9406,-1.0115,0.5644,1.492
0.202392,1.0590,-1.1353,0.3727,1.597
0.208808,1.1605,-1.2057,0.2014,1.686
0.212799,1.2430,-1.1782,0.0168,1.713
0.217130,1.2709,-1.0749,-0.1572,1.672
0.221608,1.2635,-0.8726,-0.3350,1.572
0.226414,1.2660,-0.6175,-0.4715,1.485
0.231236,1.2283,-0.2789,-0.6097,1.399
0.236705,1.1932,0.0878,-0.7212,1.397
0.241176,1.1604,0.4207,-0.8227,1.483
0.245446,1.1425,0.7228,-0.8444,1.594
0.250801,1.1193,0.9862,-0.8064,1.696
0.255396,1.0548,1.1753,-0.7255,1.738
0.260213,1.0304,1.3402,-0.5559,1.780
0.264256,0.9457,1.3948,-0.3648,1.724
0.269646,0.8800,1.4040,-0.0897,1.659
0.274402,0.8241,1.3938,0.1786,1.629
0.278490,0.7827,1.3095,0.3851,1.573
0.283598,0.7587,1.1391,0.5467,1.474
0.288104,0.7976,0.9258,0.7111,1.414
0.292282,0.8349,0.7175,0.7946,1.358
0.297636,0.8589,0.5739,0.8428,1.333
