time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001008,-0.1352,0.1796,-0.4521,0.505
0.005182,-0.1398,0.1550,-0.5098,0.551
0.009711,-0.1301,0.1140,-0.4744,0.505
0.014463,-0.1180,0.0734,-0.3842,0.409
0.019482,-0.0966,0.0424,-0.2725,0.292
0.024282,-0.0612,0.0284,-0.1635,0.177
0.031226,-0.0189,0.0286,-0.0787,0.086
0.033599,0.0277,0.0335,-0.0205,0.048
0.038137,0.0668,0.0455,0.0085,0.081
0.042957,0.0984,0.0527,0.0204,0.113
0.048154,0.1201,0.0575,0.0152,0.134
0.052533,0.1273,0.0621,0.0122,0.142
0.057428,0.1273,0.0620,0.0138,0.142
0.063848,0.1249,0.0572,0.0154,0.138
0.067050,0.1177,0.0500,0.0196,0.129
0.071407,0.1130,0.0428,0.0289,0.124
0.076397,0.1060,0.0285,0.0339,0.115
0.082189,0.1014,0.0167,0.0345,0.108
0.085758,0.0993,0.0026,0.0284,0.103
0.090215,0.0971,-0.0067,0.0226,0.100
0.095655,0.0972,-0.0135,0.0074,0.098
0.099974,0.0996,-0.0109,-0.0030,0.100
0.104508,0.1043,-0.0059,-0.0182,0.106
0.109318,0.1041,-0.0033,-0.0337,0.109
0.114208,0.1062,0.0016,-0.0399,0.113
0.118746,0.1036,0.0113,-0.0368,0.111
0.124346,0.1011,0.0115,-0.0270,0.105
0.133406,0.0963,0.0164,-0.0126,0.098
0.133818,0.0892,0.0190,0.0039,0.091
0.138056,0.0848,0.0239,0.0156,0.089
0.142917,0.0756,0.0217,0.0321,0.085
0.147334,0.0666,0.0219,0.0391,0.080
0.152204,0.0626,0.0221,0.0414,0.078
0.156872,0.0586,0.0223,0.0439,0.077
0.168434,0.0569,0.0297,0.0346,0.073
0.168727,0.0554,0.0393,0.0302,0.074
0.171000,0.0611,0.0513,0.0210,0.082
0.175627,0.0667,0.0584,0.0142,0.090
0.181730,0.0699,0.0608,0.0098,0.093
0.185260,0.0707,0.0607,0.0078,0.093
0.189929,0.0715,0.0583,0.0034,0.092
0.196342,0.0700,0.0511,0.0014,0.087
0.200409,0.0708,0.0488,-0.0006,0.086
0.204254,0.0741,0.0394,-0.0026,0.084
0.208854,0.0726,0.0372,-0.0094,0.082
0.213730,0.0736,0.0327,-0.0138,0.082
0.218556,0.0746,0.0306,-0.0157,0.082
0.223144,0.0780,0.0261,-0.0176,0.084
0.227747,0.0792,0.0194,-0.0124,0.082
0.232804,0.0780,0.0127,-0.0048,0.079
0.237396,0.0746,0.0086,0.0026,0.075
0.242386,0.0784,0.0044,0.0099,0.079
0.247062,0.0797,0.0027,0.0171,0.082
0.252126,0.0811,0.0034,0.0264,0.085
0.256395,0.0800,0.0017,0.0331,0.087
0.268425,0.0814,0.0072,0.0373,0.090
0.268960,0.0874,0.0102,0.0436,0.098
