time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001262,0.0106,-0.0444,0.0963,0.107
0.002135,0.0085,-0.0368,0.1381,0.143
0.007720,0.0302,-0.0412,0.1277,0.138
0.012116,0.0184,-0.0218,0.1128,0.116
0.017496,0.0115,-0.0027,0.0340,0.036
0.020946,0.0164,0.0068,0.0128,0.022
0.026329,-0.0190,-0.0074,-0.0440,0.048
0.031362,-0.0232,-0.0144,-0.0411,0.049
0.036382,-0.0084,-0.0048,-0.0336,0.035
0.040284,-0.0364,-0.0023,-0.0191,0.041
0.045226,-0.0261,-0.0211,0.0024,0.034
0.050434,-0.0207,-0.0114,0.0165,0.029
0.055052,-0.0058,-0.0159,0.0188,0.025
0.059546,-0.0172,-0.0134,0.0187,0.029
0.063729,0.0213,-0.0061,-0.0004,0.022
0.068913,0.0024,-0.0107,-0.0145,0.018
0.073568,0.0239,-0.0035,-0.0001,0.024
0.078106,0.0263,-0.0035,0.0024,0.027
0.082749,0.0310,-0.0129,0.0167,0.037
0.087283,0.0142,-0.0246,0.0166,0.033
0.092948,0.0261,-0.0268,0.0308,0.048
0.097273,0.0260,-0.0218,0.0521,0.062
0.102062,0.0259,-0.0382,0.0423,0.063
0.106700,0.0305,-0.0142,0.0422,0.054
0.111130,0.0327,-0.0307,0.0373,0.058
0.115878,0.0253,-0.0092,0.0254,0.037
0.120787,0.0417,-0.0162,0.0279,0.053
0.126897,0.0460,-0.0256,-0.0029,0.053
0.130289,0.0409,-0.0112,0.0045,0.043
0.135196,0.0500,0.0054,0.0071,0.051
0.139773,0.0733,0.0149,0.0144,0.076
0.144372,0.0680,0.0219,-0.0070,0.072
0.150174,0.0555,0.0454,-0.0070,0.072
0.153819,0.0455,0.0355,-0.0046,0.058
0.158734,0.0641,0.0400,0.0096,0.076
0.167658,0.0421,0.0230,0.0142,0.050
0.169397,0.0252,0.0395,0.0281,0.055
0.172556,0.0344,0.0439,0.0302,0.063
0.177735,-0.0062,0.0246,0.0204,0.033
0.182130,-0.0085,0.0267,0.0249,0.038
0.186859,-0.0368,0.0099,0.0389,0.055
0.192635,-0.0413,0.0098,0.0553,0.070
0.196861,-0.0456,0.0097,0.0620,0.078
0.201446,-0.0570,-0.0212,0.0521,0.080
