time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001101,0.0349,0.0052,-0.0471,0.059
0.001363,0.0040,0.0123,-0.0396,0.042
0.002745,-0.0337,0.0050,-0.0417,0.054
0.007526,-0.0428,-0.0259,-0.0271,0.057
0.013000,-0.0517,-0.0542,-0.0269,0.080
0.017596,-0.0512,-0.0205,-0.0315,0.063
0.022267,-0.0483,-0.0085,-0.0194,0.053
0.026989,-0.0430,0.0153,-0.0241,0.052
0.031360,-0.0498,0.0057,-0.0311,0.059
0.037179,-0.0018,-0.0086,-0.0096,0.013
0.041800,0.0006,-0.0062,0.0141,0.015
0.045992,0.0173,-0.0133,-0.0170,0.028
0.050320,0.0029,-0.0060,-0.0170,0.018
0.055852,0.0052,0.0083,0.0092,0.013
0.059761,0.0147,0.0011,0.0114,0.019
0.065039,0.0193,0.0105,-0.0030,0.022
0.070111,-0.0045,0.0318,0.0064,0.033
0.074715,0.0358,0.0268,0.0228,0.050
0.079210,0.0403,0.0005,0.0059,0.041
0.083323,0.0423,0.0028,-0.0085,0.043
0.088015,0.0587,0.0028,-0.0157,0.061
0.093441,0.0299,-0.0044,-0.0038,0.030
0.097745,0.0226,0.0051,0.0008,0.023
0.102842,0.0321,0.0051,0.0196,0.038
0.107525,0.0272,0.0145,0.0075,0.032
0.112984,0.0056,0.0168,-0.0046,0.018
0.116731,-0.0015,-0.0047,0.0096,0.011
0.121444,-0.0014,-0.0047,-0.0167,0.017
0.126078,-0.0108,-0.0142,-0.0500,0.053
0.130931,-0.0249,-0.0022,-0.0616,0.067
0.135698,-0.0009,0.0049,-0.0400,0.040
0.140318,-0.0317,0.0025,-0.0471,0.057
0.145109,-0.0314,-0.0023,-0.0257,0.041
0.150084,-0.0146,-0.0189,-0.0259,0.035
0.154992,-0.0241,-0.0092,-0.0141,0.029
0.166934,-0.0430,-0.0163,-0.0072,0.047
0.167421,-0.0569,-0.0019,-0.0076,0.057
0.169162,-0.0399,0.0005,0.0063,0.040
0.174340,-0.0421,0.0004,0.0058,0.042
0.178872,-0.0182,-0.0019,0.0030,0.019
0.183639,0.0008,0.0099,-0.0070,0.012
0.187796,0.0315,0.0099,-0.0073,0.034
0.193127,0.0476,0.0240,-0.0314,0.062
0.198190,0.0186,0.0024,-0.0459,0.050
0.202900,0.0301,0.0214,-0.0366,0.052
0.206903,0.0084,-0.0144,-0.0297,0.034
0.212953,0.0082,-0.0048,-0.0252,0.027
0.216185,-0.0062,-0.0095,-0.0280,0.030
0.222045,-0.0109,-0.0237,-0.0093,0.028
0.226476,0.0081,-0.0164,0.0116,0.022
0.231050,0.0293,-0.0091,0.0014,0.031
0.235171,0.0314,0.0052,0.0033,0.032
0.241007,0.0240,-0.0115,0.0029,0.027
0.245199,0.0499,-0.0067,-0.0118,0.052
0.249592,0.0614,-0.0066,0.0067,0.062
0.254311,0.0538,0.0242,0.0109,0.060
0.265153,0.0250,0.0145,0.0270,0.040
0.265671,0.0392,0.0025,0.0263,0.047
0.269416,0.0390,-0.0118,0.0327,0.052
0.274477,0.0317,-0.0093,0.0438,0.055
0.279099,0.0387,-0.0045,0.0359,0.053
0.283014,0.0361,-0.0116,0.0494,0.062
0.287468,-0.0045,0.0122,0.0225,0.026
0.292510,-0.0115,-0.0022,0.0124,0.017
0.297429,-0.0303,0.0168,0.0095,0.036
0.301553,-0.0370,0.0190,0.0185,0.045
0.306482,-0.0271,0.0117,-0.0106,0.031
0.312398,-0.0458,0.0068,-0.0254,0.053
0.315885,-0.0359,-0.0075,-0.0518,0.064
0.320894,-0.0262,-0.0122,-0.0615,0.068
0.325711,-0.0473,-0.0026,-0.0497,0.069
0.330321,-0.0540,-0.0003,-0.0357,0.065
0.334933,-0.0371,-0.0050,-0.0456,0.059
0.339432,-0.0203,-0.0074,-0.0436,0.049
0.344299,-0.0083,0.0093,-0.0249,0.028
0.349355,-0.0108,0.0187,-0.0160,0.027
0.353589,0.0129,0.0043,-0.0309,0.034
0.361931,0.0364,0.0090,-0.0054,0.038
0.364000,0.0264,-0.0101,0.0175,0.033
0.368678,0.0331,-0.0148,0.0094,0.037
0.372536,0.0138,-0.0076,0.0228,0.028
0.378404,0.0231,-0.0336,0.0290,0.050
0.382332,0.0157,-0.0429,0.0423,0.062
0.387086,0.0606,-0.0022,0.0555,0.082
0.393625,0.0886,0.0144,0.0331,0.096
0.396913,0.0974,0.0214,0.0250,0.103
0.401431,0.0753,-0.0286,0.0028,0.081
0.406109,0.0628,0.0001,0.0139,0.064
0.411158,0.0315,-0.0095,0.0107,0.035
0.415564,-0.0185,-0.0118,-0.0043,0.022
0.420685,-0.0183,-0.0022,0.0022,0.019
0.426976,-0.0299,-0.0141,0.0181,0.038
0.429884,-0.0581,0.0192,0.0006,0.061
0.434504,-0.0552,0.0000,-0.0024,0.055
0.439997,-0.0737,0.0095,-0.0103,0.075
0.444945,-0.0471,-0.0096,0.0009,0.048
0.448573,-0.0182,-0.0071,-0.0093,0.022
0.454051,0.0057,0.0000,-0.0146,0.016
0.459111,0.0318,-0.0190,-0.0151,0.040
0.463205,0.0433,0.0096,-0.0323,0.055
0.467744,0.0524,0.0143,-0.0327,0.063
0.472421,0.0542,0.0189,-0.0142,0.059
0.477888,0.0299,0.0021,-0.0291,0.042
0.482476,0.0011,0.0092,-0.0201,0.022
0.486457,-0.0321,0.0114,-0.0112,0.036
0.491895,-0.0461,0.0184,-0.0024,0.050
0.496120,-0.0506,-0.0031,0.0087,0.051
0.500705,-0.0502,-0.0292,0.0149,0.060
0.505770,0.0000,-0.0361,0.0139,0.039
0.510810,0.0071,-0.0406,0.0035,0.041
0.515540,0.0070,-0.0426,0.0027,0.043
0.520831,0.0092,-0.0233,0.0232,0.034
0.524598,0.0186,-0.0160,0.0270,0.036
0.529140,0.0113,-0.0230,0.0070,0.027
0.534433,-0.0078,-0.0228,0.0132,0.028
0.538809,-0.0149,-0.0251,0.0099,0.031
0.548258,-0.0314,-0.0154,0.0209,0.041
0.549025,-0.0193,-0.0081,0.0104,0.023
0.552950,-0.0216,-0.0105,0.0119,0.027
0.558460,0.0071,-0.0294,0.0157,0.034
0.563402,0.0047,-0.0268,0.0338,0.043
0.567433,0.0285,-0.0005,0.0256,0.038
0.571733,0.0284,0.0089,0.0340,0.045
0.577645,0.0544,-0.0149,0.0187,0.059
0.581791,0.1042,-0.0148,0.0131,0.106
0.586476,0.1204,-0.0290,-0.0069,0.124
0.591353,0.1104,-0.0431,-0.0124,0.119
0.595713,0.1243,-0.0879,-0.0200,0.154
0.600285,0.1455,-0.1323,0.1268,0.234
0.605399,0.0220,-0.0981,-0.0247,0.103
0.610597,-0.1077,0.0355,0.0503,0.124
0.615293,-0.0204,0.0185,0.1511,0.154
0.620009,0.0329,-0.0695,0.0830,0.113
0.625162,0.0314,-0.1426,-0.0461,0.153
0.629371,-0.0054,-0.1795,0.0062,0.180
0.633904,-0.0916,-0.1093,0.0366,0.147
0.638709,-0.1154,-0.0682,0.0739,0.153
0.650090,-0.1128,-0.0274,0.0871,0.145
0.651105,-0.0747,0.0178,0.0408,0.087
0.652830,-0.0465,0.0554,-0.0173,0.074
0.658179,0.0174,0.0904,0.0198,0.094
0.674064,0.0475,0.0610,0.0520,0.093
0.675269,0.0634,0.0509,0.1697,0.188
0.677477,0.3002,0.0242,0.3487,0.461
0.678009,0.6161,0.0665,0.1800,0.645
0.681038,0.7941,0.1701,-0.1536,0.827
0.685562,0.8537,0.2326,-0.2969,0.933
0.690200,0.8792,0.1570,-0.3653,0.965
0.695119,0.7742,0.1104,-0.4072,0.882
0.699845,0.5283,0.0571,-0.3874,0.658
0.704441,0.1593,0.0777,-0.3373,0.381
0.710541,-0.1305,0.0839,-0.1975,0.251
0.715253,-0.3564,0.0711,-0.0543,0.367
0.718859,-0.4406,0.0631,-0.0095,0.445
0.723617,-0.4294,0.0600,0.0397,0.435
0.728513,-0.3853,0.0617,0.0148,0.391
0.733238,-0.3229,0.0539,0.0400,0.330
0.737893,-0.2444,0.0390,0.0461,0.252
0.745024,-0.1452,0.0527,0.0474,0.162
0.747659,-0.0846,0.0473,0.0082,0.097
0.752365,-0.0341,0.0539,-0.0236,0.068
0.757586,0.0612,0.0129,-0.0148,0.064
0.762950,0.1391,-0.0112,0.0011,0.140
0.773186,0.1857,-0.0231,0.0026,0.187
0.773442,0.2202,-0.0113,0.0423,0.224
0.775759,0.2451,-0.0162,0.0436,0.249
0.780883,0.2698,0.0312,0.0284,0.273
0.785969,0.2518,0.0188,0.0322,0.255
0.790034,0.2200,0.0065,0.0384,0.223
0.795032,0.1743,-0.0057,0.0185,0.175
0.800521,0.1291,-0.0557,-0.0011,0.141
0.804200,0.0678,-0.0461,-0.0159,0.083
