time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001300,0.0524,0.0085,-0.0920,0.106
0.003124,-0.0551,0.0036,-0.0727,0.091
0.008082,-0.1143,0.0155,-0.0322,0.120
0.012644,-0.1541,-0.0179,0.0080,0.155
0.018249,-0.1343,0.0155,0.0169,0.136
0.022074,-0.1148,0.0202,0.0258,0.119
0.029042,-0.0741,0.0295,0.0394,0.089
0.031898,-0.0384,-0.0016,0.0528,0.065
0.036242,0.0112,-0.0063,0.0378,0.040
0.040859,0.0367,-0.0086,0.0418,0.056
0.045917,0.0762,-0.0227,0.0364,0.087
0.050721,0.0490,0.0131,0.0048,0.051
0.055102,0.0599,-0.0036,0.0139,0.062
0.060071,0.0376,-0.0202,0.0348,0.055
0.064922,0.0298,-0.0153,0.0223,0.040
0.069446,0.0149,-0.0104,0.0195,0.027
0.074558,0.0359,0.0016,0.0261,0.044
0.079092,0.0068,-0.0103,0.0351,0.037
0.085196,0.0205,-0.0102,0.0227,0.032
0.088656,0.0151,0.0231,-0.0181,0.033
0.094915,0.0358,0.0348,-0.0325,0.060
0.099308,0.0469,0.0322,-0.0136,0.058
0.102776,0.0104,0.0485,-0.0375,0.062
0.107486,-0.0187,0.0458,-0.0423,0.065
0.112089,-0.0096,0.0288,-0.0067,0.031
0.116797,-0.0196,0.0167,-0.0022,0.026
0.121747,-0.0033,0.0000,0.0022,0.004
0.126634,0.0153,0.0261,0.0090,0.032
0.131233,0.0456,0.0022,0.0133,0.048
0.136188,0.0995,0.0307,0.0391,0.111
0.141008,0.1269,-0.0075,0.0125,0.128
0.145621,0.1327,-0.0027,-0.0068,0.133
0.150605,0.1409,-0.0003,0.0144,0.142
0.155078,0.1111,0.0115,0.0141,0.113
0.159602,0.0721,-0.0075,0.0614,0.095
0.164802,0.0548,0.0091,0.0490,0.074
0.169200,0.0330,-0.0052,0.0153,0.037
0.174326,-0.0219,0.0210,0.0057,0.031
0.178672,-0.0359,0.0089,0.0198,0.042
0.183400,-0.0570,-0.0054,0.0054,0.058
0.188404,-0.0281,-0.0101,-0.0256,0.039
0.192819,-0.0254,0.0114,-0.0373,0.047
0.203692,-0.0039,0.0018,-0.0489,0.049
0.204115,-0.0039,-0.0101,-0.0320,0.034
0.207957,-0.0016,-0.0077,-0.0343,0.035
0.211873,0.0008,-0.0029,-0.0223,0.023
0.216555,-0.0182,-0.0052,-0.0033,0.019
0.221240,-0.0133,-0.0052,-0.0035,0.015
0.226196,-0.0085,-0.0170,-0.0108,0.022
0.230892,0.0105,-0.0074,0.0057,0.014
0.235705,0.0104,-0.0358,0.0246,0.045
0.240510,0.0483,-0.0165,0.0433,0.067
0.245020,0.0479,0.0121,0.0073,0.050
0.249991,0.0546,0.0357,-0.0356,0.074
0.254435,0.0636,0.0426,-0.0164,0.078
0.259196,0.0394,0.0256,0.0026,0.047
0.264088,0.0439,0.0349,-0.0069,0.056
0.268659,0.0413,0.0298,-0.0022,0.051
0.273482,0.0386,0.0153,-0.0284,0.050
0.278134,-0.0091,0.0128,-0.0211,0.026
0.282928,-0.0470,0.0032,-0.0187,0.051
0.287788,-0.0680,0.0103,-0.0044,0.069
0.292538,-0.0984,-0.0111,0.0097,0.099
0.299875,-0.0858,0.0056,-0.0024,0.086
0.302023,-0.0804,-0.0063,-0.0049,0.081
0.306617,-0.0371,0.0127,0.0093,0.040
0.311238,0.0083,-0.0230,0.0257,0.035
0.316091,0.0271,-0.0323,0.0300,0.052
0.321111,0.0648,-0.0249,0.0154,0.071
0.325621,0.0809,-0.0271,0.0294,0.090
0.330513,0.1016,-0.0292,0.0647,0.124
0.335363,0.1033,-0.0053,0.0500,0.115
0.340326,0.1003,-0.0100,0.0497,0.112
0.345030,0.1116,0.0162,0.0446,0.121
0.349926,0.0896,-0.0148,0.0373,0.098
0.354554,0.0655,-0.0147,0.0324,0.075
0.358794,0.0368,-0.0122,0.0157,0.042
0.363601,0.0109,-0.0216,0.0181,0.030
0.368381,0.0184,-0.0144,0.0323,0.040
0.372983,0.0163,-0.0119,0.0299,0.036
0.378867,0.0475,0.0000,-0.0057,0.048
0.382596,0.0453,0.0048,-0.0125,0.047
0.387460,0.0621,0.0166,-0.0478,0.080
0.392033,0.0670,0.0211,-0.0258,0.075
0.396718,0.0553,0.0138,-0.0159,0.059
0.401780,0.0602,0.0160,-0.0298,0.069
0.406167,0.0366,0.0159,-0.0293,0.049
0.415754,0.0226,0.0015,-0.0290,0.037
0.416176,0.0018,0.0014,-0.0286,0.029
0.420364,-0.0284,0.0180,0.0003,0.034
0.424970,-0.0371,0.0249,0.0028,0.045
0.429788,-0.0504,0.0270,0.0101,0.058
0.434566,-0.0637,0.0221,-0.0136,0.069
0.439202,-0.0532,-0.0066,-0.0086,0.054
0.444577,-0.0618,0.0195,0.0011,0.065
0.450156,-0.0562,0.0217,0.0225,0.064
0.454011,-0.0459,0.0120,0.0058,0.048
0.458745,-0.0403,0.0048,-0.0298,0.050
0.463172,-0.0135,0.0284,-0.0247,0.040
0.467950,-0.0131,-0.0169,-0.0079,0.023
0.472738,-0.0245,0.0093,-0.0173,0.031
0.478818,-0.0193,0.0021,-0.0172,0.026
0.482175,0.0144,-0.0003,-0.0218,0.026
0.487234,0.0194,-0.0098,-0.0263,0.034
0.491777,-0.0231,-0.0216,-0.0332,0.046
0.497066,-0.0417,-0.0049,-0.0354,0.055
0.501502,-0.0554,-0.0096,-0.0304,0.064
0.506143,-0.0784,-0.0332,-0.0183,0.087
0.511059,-0.1084,-0.0235,-0.0159,0.112
0.519093,-0.0884,-0.0352,-0.0373,0.102
0.520211,-0.0709,-0.0206,-0.0253,0.078
0.525274,-0.0726,-0.0442,-0.0348,0.092
0.533124,-0.0554,-0.0083,-0.0465,0.073
0.534202,-0.0406,-0.0177,-0.0250,0.051
0.539094,-0.0022,-0.0199,0.0010,0.020
0.543725,0.0240,-0.0198,0.0079,0.032
0.549803,0.0453,-0.0173,-0.0090,0.049
0.553665,0.0403,-0.0195,0.0098,0.046
0.558189,0.0188,-0.0170,0.0214,0.033
0.563258,0.0140,-0.0121,0.0305,0.036
0.568087,-0.0381,-0.0286,0.0466,0.067
0.572559,-0.0447,-0.0189,0.0461,0.067
0.579179,-0.0537,0.0168,0.0432,0.071
0.582196,-0.0532,0.0167,0.0285,0.063
0.586528,-0.0384,0.0284,-0.0051,0.048
0.591658,-0.0309,0.0115,-0.0099,0.034
0.596568,-0.0139,0.0043,-0.0337,0.037
0.601219,-0.0398,0.0066,-0.0741,0.084
0.605607,-0.0108,0.0208,-0.1071,0.110
0.610621,0.0942,0.0253,0.0669,0.118
0.618038,0.1084,-0.0532,0.0878,0.149
0.619813,0.1796,-0.1240,0.0230,0.219
