time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001114,0.1405,-0.0751,-0.1612,0.227
0.001775,0.0910,-0.0411,-0.1718,0.199
0.006880,0.0634,-0.0240,-0.1611,0.175
0.013908,0.0099,-0.0260,-0.1030,0.107
0.015574,-0.0455,-0.0137,-0.0430,0.064
0.022009,-0.0650,-0.0181,-0.0215,0.071
0.024972,-0.0700,0.0083,0.0308,0.077
0.029623,-0.0610,0.0037,0.0756,0.097
0.034811,-0.0401,0.0110,0.0844,0.094
0.039382,0.0185,0.0063,0.0790,0.081
0.044521,0.0293,-0.0031,0.0595,0.066
0.049567,0.0447,-0.0100,0.0686,0.083
0.053414,0.0578,0.0068,0.0516,0.078
0.058992,0.0519,0.0021,0.0561,0.076
0.064539,0.0223,-0.0145,0.0368,0.045
0.067603,0.0381,-0.0048,0.0225,0.045
0.072943,0.0443,-0.0165,-0.0083,0.048
0.077470,0.0385,-0.0282,-0.0009,0.048
0.082071,0.0044,-0.0279,0.0065,0.029
0.086526,-0.0152,-0.0228,0.0019,0.027
0.093603,-0.0204,-0.0226,0.0044,0.031
0.097587,-0.0209,-0.0271,0.0165,0.038
0.101696,-0.0189,-0.0387,0.0166,0.046
0.105548,0.0020,-0.0240,0.0049,0.025
0.111527,0.0322,0.0023,0.0171,0.037
0.116173,0.0622,0.0189,0.0126,0.066
0.120015,0.0635,0.0401,0.0011,0.075
0.124510,0.0601,0.0351,-0.0009,0.070
0.129870,0.0259,0.0585,0.0185,0.067
0.134378,0.0491,0.0414,0.0259,0.069
0.139269,0.0270,0.0386,0.0142,0.049
0.143758,0.0240,0.0359,0.0122,0.045
0.148597,0.0353,0.0142,0.0198,0.043
0.153227,0.0253,0.0117,0.0083,0.029
0.157852,0.0010,-0.0122,-0.0031,0.013
0.169791,-0.0112,0.0187,-0.0121,0.025
0.170062,-0.0115,-0.0100,0.0218,0.027
0.172711,0.0168,0.0138,0.0080,0.023
0.177033,0.0331,0.0159,0.0038,0.037
0.182555,0.0587,0.0157,0.0138,0.062
0.186526,0.0818,0.0107,0.0404,0.092
0.192662,0.0716,-0.0085,0.0218,0.075
0.196072,0.0354,-0.0061,-0.0063,0.036
0.200854,-0.0100,0.0080,-0.0127,0.018
0.205325,-0.0384,-0.0017,-0.0167,0.042
0.210462,-0.0453,-0.0018,-0.0302,0.054
0.215060,-0.0831,-0.0185,-0.0221,0.088
0.219907,-0.0873,-0.0065,-0.0308,0.093
0.224188,-0.0846,-0.0208,-0.0227,0.090
0.229458,-0.0914,0.0125,-0.0337,0.098
0.233732,-0.1102,0.0029,-0.0351,0.116
0.238500,-0.1193,-0.0161,-0.0364,0.126
0.243243,-0.1142,-0.0137,-0.0426,0.123
0.247878,-0.1162,-0.0065,-0.0462,0.125
0.252897,-0.1564,0.0174,-0.0951,0.184
0.257307,-0.1891,0.0576,-0.1605,0.255
0.270408,-0.0787,0.0572,-0.0784,0.125
0.270971,0.0169,-0.0738,0.1077,0.132
0.272455,0.0694,-0.2276,-0.0424,0.242
0.276255,0.1673,-0.3493,-0.2652,0.469
0.282131,0.2438,-0.4344,-0.1094,0.510
0.286161,0.2325,-0.4905,0.1306,0.558
0.292114,0.2125,-0.5748,0.2478,0.661
0.296176,0.2170,-0.6110,0.2764,0.705
0.300147,0.1914,-0.6045,0.1982,0.664
0.304761,0.1834,-0.6029,0.1684,0.652
0.309603,0.1478,-0.5208,0.1768,0.570
0.314477,0.1557,-0.4206,0.1497,0.473
0.319455,0.2520,-0.3545,0.1894,0.474
0.323941,0.3080,-0.2963,0.1815,0.464
0.329624,0.3215,-0.2222,0.1050,0.405
0.333422,0.3618,-0.1251,0.0863,0.392
0.338344,0.4023,-0.0052,0.0869,0.412
0.342868,0.3599,0.1041,-0.0026,0.375
0.347708,0.2730,0.2006,-0.0699,0.346
0.352473,0.1895,0.2440,-0.0131,0.309
0.356896,-0.0166,0.2894,0.0716,0.299
0.370419,-0.2660,0.3178,0.0249,0.415
0.370903,-0.4209,0.3295,0.0781,0.540
0.372255,-0.5040,0.3151,0.2783,0.656
0.376694,-0.5682,0.2961,0.3016,0.708
0.381486,-0.5970,0.2205,0.1824,0.662
0.385757,-0.7449,0.1623,-0.0856,0.767
0.390316,-0.9230,0.0170,-0.2616,0.960
0.395103,-0.9843,0.0938,-0.2965,1.032
0.399734,-1.0270,0.1939,-0.3076,1.090
0.404340,-1.0638,0.2224,-0.6633,1.273
0.409277,-0.9480,0.3033,-0.7654,1.256
0.413998,-0.8372,0.3175,-0.7034,1.139
0.418572,-0.8421,0.3389,-0.6874,1.139
0.423659,-0.9759,0.4007,-0.7858,1.315
0.427993,-1.1001,0.5121,-0.8912,1.506
0.432883,-1.1655,0.6206,-0.7351,1.511
0.437692,-1.1703,0.6383,-0.5500,1.442
0.443310,-1.1316,0.5969,-0.4357,1.351
0.446979,-1.0444,0.4920,-0.2301,1.177
0.453537,-0.9990,0.3502,-0.0858,1.062
0.456742,-0.9616,0.2571,-0.0472,0.996
0.461413,-0.8729,0.2218,0.0621,0.903
0.467686,-0.6029,0.1514,0.1232,0.634
0.472274,-0.3431,0.1743,0.1290,0.406
0.475950,-0.1004,0.1947,0.2319,0.319
0.481546,0.0595,0.1367,0.3009,0.336
0.484903,0.1021,0.0909,0.2343,0.271
0.490958,0.0614,0.0906,0.0236,0.112
0.495545,0.0800,0.1403,-0.0646,0.174
0.499319,0.1479,0.1493,-0.0144,0.211
0.504397,0.1867,0.1083,0.1637,0.271
0.508588,0.2420,0.0059,0.1580,0.289
0.514001,0.3068,-0.0506,0.0555,0.316
0.519341,0.3263,-0.0737,-0.0410,0.337
0.523958,0.4291,0.0102,-0.0700,0.435
0.528682,0.5813,0.1051,-0.0299,0.592
0.533492,0.7687,0.1469,0.0810,0.787
0.537454,0.8773,0.1313,0.1221,0.895
0.542365,0.9648,0.0872,0.1294,0.977
0.547130,0.9912,0.0337,0.1603,1.005
0.553228,1.0256,-0.0266,0.0842,1.029
0.556370,1.0158,-0.0439,-0.0485,1.018
0.561191,1.1068,-0.0636,-0.1636,1.121
0.566008,1.1910,-0.1164,-0.2661,1.226
0.570718,1.3373,-0.2070,-0.3872,1.407
0.575842,1.5592,-0.2612,-0.4459,1.643
0.586345,1.7877,-0.3009,-0.5449,1.893
0.587112,2.0672,-0.3189,-0.5784,2.170
0.589498,2.2789,-0.3084,-0.6554,2.391
0.594587,2.4328,-0.2672,-0.7424,2.558
0.602647,2.5961,-0.2479,-0.8515,2.743
